Model_nodos,NCBI_Product_accesion,Astyanax_ortologos,ID
SPICT,NP_001260421.1,"[('XP_049340105.1', 'ZGC:101583'), ('XP_007249163.2', 'NIPA2'), ('XP_007249162.2', 'NIPA2')]",1553
SPIN,NP_725530.1,"[('XP_049323946.1', 'SPNS1'), ('XP_022524190.2', 'SPNS1'), ('XP_022524191.2', 'SPNS1'), ('XP_022524193.2', 'SPNS1')]",1554
SPIR,NP_724254.1,"[('XP_049324138.1', 'SPIRE1B'), ('XP_049324131.1', 'SPIRE1B'), ('XP_007249415.2', 'SPIRE1A'), ('XP_007249410.2', 'SPIRE1A'), ('XP_007249413.2', 'SPIRE1A')]",1555
SPLY,NP_652032.1,"[('XP_007252303.3', 'SGPL1')]",1556
SPOCK,NP_730742.1,"[('XP_049324549.1', 'LOC103042549'), ('XP_049324829.1', 'LOC125784867'), ('XP_049324831.1', 'LOC125784867'), ('XP_049324836.1', 'LOC125784867'), ('XP_049324548.1', 'LOC103042549'), ('XP_049324553.1', 'LOC103042549'), ('XP_049324555.1', 'LOC103042549')]",1557
SPP,NP_523444.1,"[('XP_022532533.2', 'HM13'), ('XP_022532532.2', 'HM13')]",1558
SPRED,NP_001260979.1,"[('XP_022541900.1', 'SPRED2B'), ('XP_022541899.1', 'SPRED2B'), ('XP_022530287.2', 'SPRED2A'), ('XP_007257446.1', 'SPRED1')]",1559
SPT-I,NP_610842.1,"[('XP_007255394.2', 'SPTLC1')]",1560
SPT4,NP_610802.1,"[('XP_022521500.1', 'SUPT4H1')]",1561
SPT6,NP_651962.2,"[('XP_022531795.2', 'SUPT6H'), ('XP_049322638.1', 'SUPT6H')]",1562
SPTR,NP_727265.1,"[('XP_022523531.2', 'SPRA')]",1563
SPX,NP_511058.1,"[('XP_007230857.1', 'SF3B4')]",1564
SQD,NP_652209.1,"[('XP_007241118.2', 'HNRNPDL'), ('XP_015459109.3', 'HNRNPD'), ('XP_022536985.2', 'HNRNPD'), ('XP_049324772.1', 'HNRNPD'), ('XP_007241113.3', 'HNRNPD'), ('XP_007241114.3', 'HNRNPD'), ('XP_022536984.2', 'HNRNPD')]",1565
SQH,NP_511057.1,"[('XP_007253363.1', 'MYL9B'), ('XP_007229373.1', 'LOC103037289'), ('XP_007229374.1', 'LOC103037289'), ('XP_007229375.1', 'LOC103037289'), ('XP_007240094.1', 'MYL12.1'), ('XP_007233494.2', 'MYL9A')]",1566
SRA,NP_524378.1,"[('XP_007227949.3', 'RCAN1A'), ('XP_022530675.1', 'RCAN1B'), ('XP_007239994.1', 'RCAN3'), ('XP_022530676.1', 'RCAN1B')]",1567
SRC42A,NP_001400983.1,"[('XP_022529013.1', 'FYNA'), ('XP_022529014.1', 'FYNA'), ('XP_007259963.2', 'FYNB'), ('XP_022522967.1', 'FYNB'), ('XP_007245746.2', 'YRK'), ('XP_022539011.1', 'YRK'), ('XP_049331894.1', 'YRK'), ('XP_049331895.1', 'YRK'), ('XP_022539012.1', 'YRK'), ('XP_007235354.3', 'YES1'), ('XP_007259964.2', 'FYNB'), ('XP_049333582.1', 'LOC103029663'), ('XP_049333591.1', 'LOC103029663'), ('XP_007248389.3', 'LOC103042998'), ('XP_049327499.1', 'LOC103042998')]",1568
SRP54K,NP_523931.1,"[('XP_007240540.1', 'SRP54'), ('XP_015458890.1', 'SRP54')]",1569
SRP68,NP_648273.1,"[('XP_007252198.1', 'SRP68')]",1570
SRPK,NP_001369087.1,"[('XP_007245879.2', 'SRPK3')]",1571
SRPRBETA,NP_788485.1,"[('XP_022534526.1', 'SRPRB')]",1572
SSADH,NP_651408.1,"[('XP_022529862.1', 'ALDH5A1')]",1573
SSDP,NP_001262698.1,"[('XP_022533597.1', 'ZGC:110158'), ('XP_022533596.1', 'ZGC:110158'), ('XP_049338676.1', 'ZGC:110158'), ('XP_049338675.1', 'ZGC:110158'), ('XP_049334835.1', 'SSBP3A'), ('XP_022525955.1', 'SSBP3B'), ('XP_049334834.1', 'SSBP3A'), ('XP_015456775.1', 'SSBP4')]",1574
SSL1,NP_649427.1,"[('XP_007237310.1', 'GTF2H2')]",1575
SSRBETA,NP_524103.2,"[('XP_007236655.1', 'SSR2')]",1576
STAI,NP_723156.1,"[('XP_007245413.1', 'STMN4'), ('XP_022520470.1', 'STMN4L')]",1577
STAM,NP_477448.1,"[('XP_007227978.3', 'STAM2'), ('XP_007227977.3', 'STAM2')]",1578
STAN,NP_001260871.1,"[('XP_022527061.2', 'CELSR1A'), ('XP_022527062.2', 'CELSR1A'), ('XP_049329607.1', 'CELSR1A'), ('XP_015457268.3', 'CELSR1A'), ('XP_022527056.2', 'CELSR1A'), ('XP_022527057.2', 'CELSR1A'), ('XP_022527058.2', 'CELSR1A'), ('XP_022527060.2', 'CELSR1A'), ('XP_049329605.1', 'CELSR1A'), ('XP_049329606.1', 'CELSR1A'), ('XP_007238133.3', 'CELSR1B'), ('XP_049341549.1', 'CELSR3'), ('XP_049341550.1', 'CELSR3'), ('XP_049341551.1', 'CELSR3'), ('XP_049341552.1', 'CELSR3'), ('XP_049341553.1', 'CELSR3'), ('XP_022538236.2', 'CELSR2'), ('XP_049327431.1', 'CELSR2')]",1579
STAT92E,NP_732516.2,"[('XP_049323864.1', 'STAT5A'), ('XP_049323865.1', 'STAT5A'), ('XP_022541159.1', 'STAT5B'), ('XP_022541158.1', 'STAT5B')]",1580
STAU,NP_001163185.1,"[('XP_049335089.1', 'STAU1'), ('XP_049335088.1', 'STAU1'), ('XP_049335087.1', 'STAU1'), ('XP_049335086.1', 'STAU1')]",1581
STCK,NP_731241.1,"[('XP_022525251.1', 'LIMS1'), ('XP_022525249.1', 'LIMS1'), ('XP_049341057.1', 'LOC103044279')]",1582
STEP,NP_610120.1,"[('XP_049324092.1', 'CYTH1A'), ('XP_007259243.1', 'CYTH1B'), ('XP_049324094.1', 'CYTH1A'), ('XP_049324093.1', 'CYTH1A'), ('XP_015461817.1', 'CYTH3A'), ('XP_007259245.1', 'CYTH1B'), ('XP_007259244.1', 'CYTH1B'), ('XP_049324097.1', 'CYTH3B'), ('XP_022529478.1', 'CYTH2'), ('XP_049324095.1', 'CYTH1A'), ('XP_007259246.1', 'CYTH1B')]",1583
STET,NP_788450.1,"[('XP_015463317.3', 'RHBDL3'), ('XP_007257171.3', 'RHBDL3')]",1584
STJ,NP_001246304.1,"[('XP_049327540.1', 'CACNA2D3'), ('XP_049327541.1', 'CACNA2D3'), ('XP_049341531.1', 'CACNA2D3A'), ('XP_007252948.3', 'CACNA2D4B'), ('XP_007252950.3', 'CACNA2D4B'), ('XP_049330943.1', 'CACNA2D4A'), ('XP_007252949.3', 'CACNA2D4B')]",1585
STMA,NP_724710.1,"[('XP_049320087.1', 'EFR3BA'), ('XP_022528545.2', 'EFR3BA'), ('XP_049320086.1', 'EFR3BA')]",1586
SU(DX),NP_476753.1,"[('XP_022529132.2', 'LOC103040182'), ('XP_049335981.1', 'LOC103040182'), ('XP_049339763.1', 'WWP2'), ('XP_007252741.2', 'ITCHA')]",1587
SU(FU),NP_536750.2,"[('XP_007235868.2', 'SUFU'), ('XP_007235867.2', 'SUFU'), ('XP_007235866.2', 'SUFU'), ('XP_007235865.2', 'SUFU')]",1588
SU(H),NP_476868.1,"[('XP_007239740.1', 'RBPJA'), ('XP_007248065.1', 'RBPJB'), ('XP_007248064.3', 'RBPJB')]",1589
SU(VAR)2-10,NP_001188888.1,"[('XP_022520941.2', 'PIAS1A'), ('XP_007249207.3', 'PIAS1B'), ('XP_049339443.1', 'PIAS1B'), ('XP_049339444.1', 'PIAS1B')]",1590
SU(VAR)3-9,NP_524357.2,"[('XP_007231959.1', 'SUV39H1A'), ('XP_022535081.1', 'SUV39H1B')]",1591
SU(W[A]),NP_476756.2,"[('XP_022532234.2', 'LOC103041651')]",1592
SU(Z)12,NP_730465.1,"[('XP_007239958.3', 'SUZ12A'), ('XP_022530939.1', 'SUZ12B')]",1593
SULF1,NP_524987.1,"[('XP_022541371.2', 'SULF1'), ('XP_049341801.1', 'SULF1'), ('XP_022538374.2', 'SULF2A'), ('XP_022538375.2', 'SULF2A'), ('XP_022541342.2', 'SULF1'), ('XP_022541353.2', 'SULF1'), ('XP_022541360.2', 'SULF1'), ('XP_022541367.2', 'SULF1'), ('XP_049342296.1', 'SULF2B'), ('XP_049342297.1', 'SULF2B'), ('XP_049342295.1', 'SULF2B'), ('XP_022533042.2', 'SULF2B'), ('XP_049342294.1', 'SULF2B')]",1594
SUR,NP_001334732.1,"[('XP_022541419.2', 'ABCC8B')]",1595
SURF4,NP_477222.1,"[('XP_007252144.2', 'SURF4'), ('XP_007243926.1', 'SURF4L')]",1596
SVR,NP_726675.3,"[('XP_007245992.3', 'CPDA')]",1597
SW,NP_477072.1,"[('XP_007253578.3', 'DYNC1I2A'), ('XP_007253579.3', 'DYNC1I2A'), ('XP_007253576.3', 'DYNC1I2A'), ('XP_007253577.3', 'DYNC1I2A'), ('XP_049335133.1', 'DYNC1I2B'), ('XP_049335132.1', 'DYNC1I2B')]",1598
SWM,NP_001260586.1,"[('XP_007244185.3', 'RBM26')]",1599
SWS,NP_727224.2,"[('XP_049326272.1', 'PNPLA7B'), ('XP_022530417.2', 'PNPLA6'), ('XP_022530419.2', 'PNPLA6'), ('XP_022530416.2', 'PNPLA6'), ('XP_022530418.2', 'PNPLA6'), ('XP_049325356.1', 'PNPLA6'), ('XP_022532205.2', 'PNPLA7A'), ('XP_022532207.2', 'PNPLA7A'), ('XP_049322360.1', 'PNPLA7A')]",1600
SXC,NP_523620.1,"[('XP_007228505.2', 'OGT.1'), ('XP_007228504.2', 'OGT.1'), ('XP_007228503.2', 'OGT.1'), ('XP_007228502.2', 'OGT.1'), ('XP_007228506.2', 'OGT.1')]",1601
SYD,NP_001261549.1,"[('XP_022523600.1', 'SPAG9B'), ('XP_022523598.2', 'SPAG9B'), ('XP_049323766.1', 'SPAG9A'), ('XP_049323767.1', 'SPAG9A'), ('XP_049323765.1', 'SPAG9A')]",1602
SYM,NP_649580.1,"[('XP_049331964.1', 'SYMPK'), ('XP_007260420.3', 'SYMPK'), ('XP_049331962.1', 'SYMPK')]",1603
SYN1,NP_730686.3,"[('XP_022529694.2', 'SNTB1'), ('XP_022541560.2', 'SNTB2')]",1604
SYN2,NP_788381.1,"[('XP_022522626.2', 'SNTG1')]",1605
SYNJ,NP_569729.1,"[('XP_022537175.2', 'SYNJ1'), ('XP_049324870.1', 'SYNJ1'), ('XP_022537174.2', 'SYNJ1'), ('XP_049324869.1', 'SYNJ1'), ('XP_022537172.2', 'SYNJ1'), ('XP_022537177.2', 'SYNJ1'), ('XP_049324872.1', 'SYNJ1'), ('XP_049324873.1', 'SYNJ1'), ('XP_049324874.1', 'SYNJ1'), ('XP_049324875.1', 'SYNJ1'), ('XP_049324876.1', 'SYNJ1'), ('XP_049324877.1', 'SYNJ1')]",1606
SYT1,NP_722838.1,"[('XP_007287856.3', 'SYT1A'), ('XP_022527214.1', 'SYT1A'), ('XP_049329875.1', 'SYT1A'), ('XP_022527215.1', 'SYT1A')]",1607
SYT4,NP_477464.1,"[('XP_007249738.3', 'SYT11B'), ('XP_007254783.1', 'SYT11A'), ('XP_007250261.2', 'SYT4')]",1608
SYTALPHA,NP_001188832.1,"[('XP_049339498.1', 'SYT9A')]",1609
SYX1A,NP_001189276.1,"[('XP_007236558.1', 'STX1B'), ('XP_022518342.1', 'STX1A')]",1610
SYX5,NP_599132.2,"[('XP_007247496.1', 'STX5A')]",1611
SYX6,NP_995814.1,"[('XP_049321957.1', 'STX6')]",1612
TAF1,NP_001246952.1,"[('XP_007235909.3', 'TAF1'), ('XP_007235910.3', 'TAF1')]",1613
TAF11,NP_723484.1,"[('XP_022518057.1', 'TAF11')]",1614
TAF2,NP_729571.1,"[('XP_049336478.1', 'TAF2')]",1615
TAF4,NP_001137958.1,"[('XP_049319076.1', 'LOC103041700')]",1616
TAF6,NP_524161.2,"[('XP_049339172.1', 'TAF6'), ('XP_049339173.1', 'TAF6')]",1617
TAKL1,NP_732554.1,"[('XP_007234925.3', 'MAP3K20A')]",1618
TANGO11,NP_726111.1,"[('XP_022534342.1', 'MFFB')]",1619
TANGO4,NP_572778.1,"[('XP_022522922.1', 'PLRG1')]",1620
TANGO9,NP_650136.1,"[('XP_007243228.1', 'SLC35F6')]",1621
TAPDELTA,NP_610679.1,"[('XP_022533101.1', 'SSR4'), ('XP_022521535.1', 'LOC103044981')]",1622
TASK6,NP_001262539.1,"[('XP_022522203.2', 'KCNK9')]",1623
TAZ,NP_477432.3,"[('XP_022532523.1', 'TAFAZZIN')]",1624
TBH,NP_788884.1,"[('XP_022536658.2', 'DBH')]",1625
TBPH,NP_477400.1,"[('XP_007246853.2', 'TARDBPA'), ('XP_007253448.2', 'TARDBPB'), ('XP_007246852.2', 'TARDBPA'), ('XP_007246851.1', 'TARDBPA'), ('XP_007246850.1', 'TARDBPA'), ('XP_007253447.2', 'TARDBPB')]",1626
TEN-M,NP_001262211.1,"[('XP_049337326.1', 'TENM3'), ('XP_049337328.1', 'TENM3'), ('XP_049337325.1', 'TENM3'), ('XP_049337324.1', 'TENM3'), ('XP_049337323.1', 'TENM3'), ('XP_022521578.2', 'TENM3'), ('XP_049337320.1', 'TENM3'), ('XP_049337321.1', 'TENM3'), ('XP_049337327.1', 'TENM3'), ('XP_049337329.1', 'TENM3'), ('XP_049337330.1', 'TENM3'), ('XP_049337322.1', 'TENM3'), ('XP_049323265.1', 'TENM4'), ('XP_049323268.1', 'TENM4'), ('XP_049323271.1', 'TENM4'), ('XP_049323264.1', 'TENM4'), ('XP_049323272.1', 'TENM4'), ('XP_049323263.1', 'TENM4'), ('XP_049323262.1', 'TENM4'), ('XP_049323266.1', 'TENM4'), ('XP_049323267.1', 'TENM4'), ('XP_049323269.1', 'TENM4'), ('XP_049323270.1', 'TENM4'), ('XP_022531890.2', 'TENM2B'), ('XP_022531892.1', 'TENM2B')]",1627
TER94,NP_477369.1,"[('XP_049326497.1', 'LOC125786909'), ('XP_022518973.2', 'ZGC:136908')]",1628
TFAM,NP_524415.1,"[('XP_007235441.3', 'TFAM')]",1629
TFIIEBETA,NP_523923.1,"[('XP_049328578.1', 'GTF2E2'), ('XP_049328579.1', 'GTF2E2')]",1630
TGO,NP_731308.1,"[('XP_022525227.1', 'ARNT2'), ('XP_022525225.2', 'ARNT2'), ('XP_022525224.2', 'ARNT2'), ('XP_022525228.2', 'ARNT2'), ('XP_022525226.2', 'ARNT2'), ('XP_015462656.3', 'ARNT'), ('XP_007254580.3', 'ARNT'), ('XP_015462655.3', 'ARNT')]",1631
TGT,NP_608585.1,"[('XP_022523789.2', 'QTRT1')]",1632
TH1,NP_573123.1,"[('XP_022519445.1', 'NELFCD')]",1633
THO2,NP_722763.1,"[('XP_022539435.2', 'THOC2')]",1634
THOC6,NP_648557.1,"[('XP_022533096.2', 'THOC6')]",1635
THOR,NP_477295.1,"[('XP_007256790.1', 'EIF4EBP1'), ('XP_007249570.2', 'EIF4EBP2'), ('XP_007229951.1', 'EIF4EBP3L')]",1636
TILB,NP_608460.1,"[('XP_022534970.2', 'DNAAF11')]",1637
TIMEOUT,NP_524341.3,"[('XP_015460575.3', 'TIMELESS'), ('XP_007229701.3', 'TIMELESS'), ('XP_015460571.3', 'TIMELESS'), ('XP_015460573.3', 'TIMELESS')]",1638
TIMP,NP_731461.1,"[('XP_007259250.1', 'TIMP2A')]",1639
TKO,NP_525050.1,"[('XP_022531782.1', 'MRPS12')]",1640
TKV,NP_787989.1,"[('XP_022526050.2', 'BMPR1AB'), ('XP_022536622.2', 'BMPR1BB'), ('XP_022536623.2', 'BMPR1BB'), ('XP_022536624.2', 'BMPR1BB'), ('XP_049324609.1', 'BMPR1BB'), ('XP_049326609.1', 'LOC111190989'), ('XP_007258820.2', 'BMPR1AA'), ('XP_007258818.2', 'BMPR1AA'), ('XP_007258819.2', 'BMPR1AA'), ('XP_015463724.2', 'BMPR1AA'), ('XP_022540297.1', 'BMPR1AA'), ('XP_022540298.1', 'BMPR1AA')]",1641
TLL,NP_524596.1,"[('XP_022521095.1', 'NR2E1')]",1642
TM9SF4,NP_609669.1,"[('XP_007250838.2', 'TM9SF4')]",1643
TMHS,NP_647674.1,"[('XP_015462373.1', 'LHFPL4A'), ('XP_007253384.1', 'LHFPL4A'), ('XP_007253382.1', 'LHFPL4A'), ('XP_007253383.1', 'LHFPL4A'), ('XP_007242811.3', 'LOC103026077'), ('XP_007232771.1', 'LHFPL3')]",1644
TMOD,NP_001247372.1,"[('XP_007249833.3', 'TMOD4'), ('XP_007249834.3', 'TMOD4')]",1645
TOB,NP_996483.2,"[('XP_007257304.2', 'TOB1B'), ('XP_007241784.3', 'TOB1A')]",1646
TOBI,NP_651391.1,"[('XP_007244015.2', 'SI:CH211-117C19.1')]",1647
TOK,NP_476879.1,"[('XP_049328319.1', 'TLL1'), ('XP_049328320.1', 'TLL1'), ('XP_007234827.2', 'BMP1A'), ('XP_022536438.2', 'BMP1B'), ('XP_049324328.1', 'BMP1B')]",1648
TOM20,NP_649169.3,"[('XP_007246187.1', 'TOMM20B'), ('XP_007246188.1', 'TOMM20B'), ('XP_007238585.2', 'TOMM20A')]",1649
TOM40,NP_652003.2,"[('XP_007250896.3', 'TOMM40'), ('XP_022529994.2', 'TOMM40'), ('XP_007258340.1', 'TOMM40L')]",1650
TOM7,NP_610433.1,"[('XP_022523798.1', 'TOMM7')]",1651
TOMOSYN,NP_001162735.1,"[('XP_022528710.2', 'STXBP5B'), ('XP_007252030.3', 'STXBP5B'), ('XP_015462018.2', 'STXBP5B'), ('XP_022528712.2', 'STXBP5B')]",1652
TOP1,NP_511161.2,"[('XP_007233883.3', 'TOP1B')]",1653
TOP2,NP_476760.1,"[('XP_022523075.2', 'TOP2B'), ('XP_022523073.2', 'TOP2B'), ('XP_022523074.2', 'TOP2B'), ('XP_007255218.3', 'TOP2A')]",1654
TOP3ALPHA,NP_523602.2,"[('XP_007247892.3', 'TOP3A')]",1655
TOY,NP_001368990.1,"[('XP_007228377.1', 'PAX6A'), ('NP_001278194.1', 'PAX6A'), ('XP_049339740.1', 'PAX6A'), ('XP_049339741.1', 'PAX6A'), ('XP_049339743.1', 'PAX6A'), ('XP_049339744.1', 'PAX6A'), ('XP_049339742.1', 'PAX6A')]",1656
TPC1,NP_650034.1,"[('XP_049331863.1', 'LOC103042047'), ('XP_049329886.1', 'LOC125797531')]",1657
TPI,NP_788764.1,"[('XP_007250949.1', 'TPI1B'), ('XP_007230605.2', 'TPI1A')]",1658
TPPII,NP_725252.1,"[('XP_022518812.2', 'TPP2'), ('XP_022518811.2', 'TPP2')]",1659
TRAF4,NP_001097080.2,"[('XP_015461148.1', 'TRAF4A')]",1660
TRAM,NP_726710.1,"[('XP_049341405.1', 'TRAM1')]",1661
TRBD,NP_649931.1,"[('XP_007253841.2', 'ZRANB1B'), ('XP_007253842.2', 'ZRANB1B'), ('XP_049320691.1', 'ZRANB1A')]",1662
TRBL,NP_524672.1,"[('XP_007249421.3', 'TRIB1'), ('XP_007229767.3', 'TRIB2'), ('XP_007228622.2', 'TRIB3')]",1663
TRC,NP_524170.2,"[('XP_022535076.1', 'STK38A'), ('XP_022538211.2', 'STK38B'), ('XP_049330938.1', 'STK38L')]",1664
TRE1,NP_524792.1,"[('XP_015460802.1', 'MTNR1BB')]",1665
TRIM9,NP_001188786.1,"[('XP_049337560.1', 'TRIM9'), ('XP_007248596.1', 'TRIM9'), ('XP_022539090.1', 'LOC103027505'), ('XP_022539087.1', 'LOC103027505')]",1666
TRIO,NP_651960.2,"[('XP_022538954.2', 'TRIOA'), ('XP_022538953.2', 'TRIOA'), ('XP_022538951.2', 'TRIOA'), ('XP_049331380.1', 'TRIOA'), ('XP_049336800.1', 'TRIOB'), ('XP_049336802.1', 'TRIOB'), ('XP_049336804.1', 'TRIOB'), ('XP_022538950.2', 'TRIOA'), ('XP_049331378.1', 'TRIOA'), ('XP_049336801.1', 'TRIOB'), ('XP_049331377.1', 'TRIOA'), ('XP_049331379.1', 'TRIOA'), ('XP_007253556.3', 'KALRNA'), ('XP_049340977.1', 'KALRNA')]",1667
TROL,NP_001245494.2,"[('XP_049318646.1', 'HSPG2')]",1668
TRP1,NP_477008.1,"[('XP_007234420.1', 'SEC62')]",1669
TRPGAMMA,NP_001137830.2,"[('XP_022537160.2', 'TRPC4A'), ('XP_022524504.2', 'TRPC4B'), ('XP_022530466.2', 'TRPC5A'), ('XP_049322719.1', 'LOC111191472')]",1670
TRPM,NP_001137672.2,"[('XP_049326156.1', 'TRPM3'), ('XP_049326158.1', 'TRPM3'), ('XP_049326157.1', 'TRPM3'), ('XP_049326159.1', 'TRPM3'), ('XP_049326161.1', 'TRPM3')]",1671
TRSN,NP_610591.1,"[('XP_007253543.2', 'TSN')]",1672
TS,NP_477367.1,"[('XP_007230395.2', 'TYMS')]",1673
TSF2,NP_524044.1,"[('XP_049332706.1', 'TFA')]",1674
TSG101,NP_524120.1,"[('XP_007228115.1', 'TSG101A')]",1675
TSP,NP_001137802.1,"[('XP_022529310.2', 'THBS3A')]",1676
TSP29FB,NP_523516.1,"[('XP_007257711.1', 'TSPAN7B')]",1677
TSP42ED,NP_523630.1,"[('XP_022520801.2', 'TSPAN35')]",1678
TSP47F,NP_725044.1,"[('XP_022532558.2', 'CD63')]",1679
TSP5D,NP_001259266.1,"[('XP_022535337.1', 'TSPAN9A'), ('XP_022535338.1', 'TSPAN9A'), ('XP_007250561.3', 'TSPAN9A'), ('XP_022535198.1', 'TSPAN4A'), ('XP_022535197.1', 'TSPAN4A'), ('XP_022535196.1', 'TSPAN4A')]",1680
TSP66E,NP_523985.1,"[('XP_022525816.2', 'CD82A'), ('XP_022525818.1', 'TSPAN18A'), ('XP_022525817.1', 'TSPAN18A')]",1681
TSP86D,NP_001262468.1,"[('XP_022527517.1', 'TSPAN33A'), ('XP_007250560.1', 'TSPAN33B')]",1682
TSP96F,NP_001262976.1,"[('XP_022520083.1', 'TSPAN18B')]",1683
TSR,NP_477034.1,"[('XP_022540978.1', 'CFL1L'), ('XP_007258705.1', 'CFL1')]",1684
TTV,NP_001356963.1,"[('XP_007230034.2', 'LOC103026919'), ('XP_007233780.1', 'EXT1A')]",1685
TTY,NP_001259766.1,"[('XP_049336357.1', 'TTYH1'), ('XP_022529739.2', 'TTYH1')]",1686
TUDOR-SN,NP_612021.1,"[('XP_022527112.1', 'SND1')]",1687
TUN,NP_611061.1,"[('XP_007258905.3', 'WDYHV1')]",1688
TUP,NP_476775.1,"[('XP_049326154.1', 'ISL1A'), ('XP_049326155.1', 'ISL1A')]",1689
TUTL,NP_001260019.1,"[('XP_049322770.1', 'IGSF9BA'), ('XP_049322769.1', 'IGSF9BA'), ('XP_049322451.1', 'IGSF9BB'), ('XP_022530507.1', 'IGSF9BA'), ('XP_022530512.1', 'IGSF9BA'), ('XP_022531760.2', 'IGSF9BB'), ('XP_049322450.1', 'IGSF9BB'), ('XP_049322449.1', 'IGSF9BB'), ('XP_049322448.1', 'IGSF9BB')]",1690
TW,NP_569858.1,"[('XP_022528270.2', 'POMT2'), ('XP_049319392.1', 'POMT2'), ('XP_049319391.1', 'POMT2')]",1691
TWE,NP_476633.1,"[('XP_049325158.1', 'CDC25D'), ('XP_049325159.1', 'CDC25D'), ('XP_049325157.1', 'CDC25D')]",1692
TWF,NP_650338.1,"[('XP_022526993.2', 'TWF1B'), ('XP_022528049.2', 'TWF1A')]",1693
TWIN,NP_732964.1,"[('XP_007259615.2', 'CNOT6A'), ('XP_015463938.2', 'CNOT6A'), ('XP_007238761.2', 'CNOT6L'), ('XP_015458320.2', 'CNOT6L'), ('XP_007237271.3', 'CNOT6B')]",1694
TWR,NP_649676.1,"[('XP_007235730.1', 'LOC103041208'), ('XP_007235729.2', 'LOC103040897')]",1695
TWS,NP_476880.1,"[('XP_022524828.1', 'PPP2R2D'), ('XP_007236302.1', 'PPP2R2AB'), ('XP_007247490.1', 'LOC103039288'), ('XP_007247489.1', 'LOC103039288')]",1696
TXL,NP_523938.2,"[('XP_007231049.1', 'TXNL1')]",1697
U2A,NP_610315.1,"[('XP_022525242.1', 'SNRPA1'), ('XP_049321426.1', 'SNRPA1')]",1698
U2AF50,NP_476891.1,"[('XP_007258310.1', 'U2AF2B'), ('XP_007258309.1', 'U2AF2B'), ('XP_007256513.1', 'U2AF2A'), ('XP_007256514.1', 'U2AF2A'), ('XP_007256515.1', 'U2AF2A'), ('XP_007258308.1', 'U2AF2B'), ('XP_007258306.1', 'U2AF2B'), ('XP_007258307.1', 'U2AF2B')]",1699
U3-55K,NP_001014529.1,"[('XP_007254609.3', 'RRP9'), ('XP_007254607.3', 'RRP9')]",1700
UBA1,NP_477310.2,"[('XP_007239218.3', 'UBA1'), ('XP_007239219.3', 'UBA1'), ('XP_022533148.2', 'UBA1')]",1701
UBE3A,NP_648452.1,"[('XP_007249175.2', 'UBE3A')]",1702
UBI-P63E,NP_728908.1,"[('XP_049322267.1', 'UBB')]",1703
UBQN,NP_608344.1,"[('XP_007242226.2', 'UBQLN4')]",1704
UEV1A,NP_647959.1,"[('XP_022526722.1', 'PEDS1'), ('XP_007248390.1', 'UBE2V1'), ('XP_007234930.2', 'UBE2V2')]",1705
UGP,NP_001163399.1,"[('XP_049325196.1', 'UGP2A'), ('XP_007244690.3', 'UGP2B'), ('XP_022528492.2', 'UGP2B')]",1706
UNC-104,NP_001261033.1,"[('XP_049322866.1', 'KIF1AB'), ('XP_049322867.1', 'KIF1AB'), ('XP_022531185.2', 'KIF1AA'), ('XP_049322864.1', 'KIF1AB'), ('XP_022531184.2', 'KIF1AA'), ('XP_049322863.1', 'KIF1AB'), ('XP_022531183.2', 'KIF1AA'), ('XP_049322862.1', 'KIF1AB'), ('XP_022531182.2', 'KIF1AA'), ('XP_022531181.2', 'KIF1AA'), ('XP_022531180.2', 'KIF1AA'), ('XP_022531179.2', 'KIF1AA'), ('XP_049322865.1', 'KIF1AB'), ('XP_049322861.1', 'KIF1AB'), ('XP_049322857.1', 'KIF1AB'), ('XP_049322860.1', 'KIF1AB'), ('XP_049322859.1', 'KIF1AB'), ('XP_049322858.1', 'KIF1AB'), ('XP_049322856.1', 'KIF1AB'), ('XP_022531178.2', 'KIF1AA'), ('XP_022531176.2', 'KIF1AA'), ('XP_022531177.2', 'KIF1AA'), ('XP_022531175.2', 'KIF1AA'), ('XP_022531173.2', 'KIF1AA'), ('XP_022531171.2', 'KIF1AA')]",1707
UNC-119,NP_572389.1,"[('XP_007247198.2', 'UNC119.1'), ('XP_022531851.1', 'UNC119B'), ('XP_007236638.2', 'UNC119A')]",1708
UNC-13-4A,NP_648096.4,"[('XP_022522382.2', 'BAIAP3'), ('XP_049331903.1', 'BAIAP3')]",1709
UNC-5,NP_611033.2,"[('XP_049323698.1', 'UNC5A'), ('XP_049323697.1', 'UNC5A'), ('XP_049323696.1', 'UNC5A'), ('XP_022531992.2', 'UNC5A')]",1710
UNC79,NP_001287403.1,"[('XP_049319631.1', 'LOC103040994'), ('XP_049319629.1', 'LOC103040994'), ('XP_015463394.3', 'LOC103040994'), ('XP_007257435.3', 'LOC103040994'), ('XP_007257436.3', 'LOC103040994'), ('XP_049319630.1', 'LOC103040994')]",1711
UNK,NP_788722.1,"[('XP_022522391.2', 'UNKL')]",1712
UNR,NP_001246669.1,"[('XP_022526803.1', 'CSDE1'), ('XP_022526800.1', 'CSDE1'), ('XP_049342148.1', 'CSDE1')]",1713
UPF1,NP_572767.1,"[('XP_022534550.1', 'UPF1'), ('XP_022534549.1', 'UPF1')]",1714
