,Model_nodos,NCBI_Product_accesion,Ast,a,a2,Dmel,b,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
4196,PYD3,NP_649732.1,Astyanax_pachon,KAG9270247.1,UPB1,Drosophila_melanogaster,NP_649732.1,PYD3,9.559999999999999e-141,498.0,6.469999999999999e-141,498.0
4197,PYGO,NP_651872.1,,,,,,,,,,
4198,PYK,NP_524448.3,Astyanax_pachon,KAG9273542.1,PKM,Drosophila_melanogaster,NP_524448.3,PYK,1.34e-189,661.0,7.64e-190,661.0
4199,PYR,NP_001097275.1,,,,,,,,,,
4200,QKR54B,NP_001261050.1,,,,,,,,,,
4201,QKR58E-1,NP_001286722.1,Astyanax_pachon,KAG9281346.1,KHDRBS3,Drosophila_melanogaster,NP_001286722.1,QKR58E-1,7.47e-41,166.0,5.55e-41,166.0
4202,QKR58E-2,NP_523810.2,,,,,,,,,,
4203,QM,NP_523958.2,Astyanax_pachon,KAG9274825.1,GGPS1,Drosophila_melanogaster,NP_523958.2,QM,1.1e-98,358.0,7.89e-99,358.0
4204,QTC,NP_523480.2,,,,,,,,,,
4205,QUA,NP_724060.1,,,,,,,,,,
4206,QVR,NP_001286318.1,,,,,,,,,,
4207,RAB1,NP_732610.1,Astyanax_pachon,KAG9274138.1,RAB1A,Drosophila_melanogaster,NP_732610.1,RAB1,1.1699999999999999e-91,334.0,8.03e-92,334.0
4208,RAB1,NP_732610.1,Astyanax_pachon,KAG9275458.1,RAB1A,Drosophila_melanogaster,NP_732610.1,RAB1,5.88e-92,335.0,4.0099999999999996e-92,335.0
4209,RAB10,NP_523419.1,Astyanax_pachon,KAG9268505.1,RAB10,Drosophila_melanogaster,NP_523419.1,RAB10,6.25e-83,305.0,4.29e-83,305.0
4210,RAB10,NP_523419.1,Astyanax_pachon,KAG9282345.1,RAB10,Drosophila_melanogaster,NP_523419.1,RAB10,7.86e-84,308.0,5.36e-84,308.0
4211,RAB11,NP_477170.1,Astyanax_pachon,KAG9266607.1,KAG9266607.1,Drosophila_melanogaster,NP_477170.1,RAB11,9.69e-97,351.0,6.39e-97,351.0
4212,RAB11,NP_477170.1,Astyanax_pachon,KAG9273184.1,RAB11A,Drosophila_melanogaster,NP_477170.1,RAB11,2.39e-97,353.0,1.6000000000000002e-97,353.0
4213,RAB11,NP_477170.1,Astyanax_pachon,KAG9278677.1,KAG9278677.1,Drosophila_melanogaster,NP_477170.1,RAB11,7.75e-96,348.0,5.12e-96,348.0
4214,RAB11,NP_477170.1,Astyanax_pachon,KAG9283720.1,RAB11A,Drosophila_melanogaster,NP_477170.1,RAB11,1.23e-94,344.0,8.179999999999999e-95,344.0
4215,RAB14,NP_788056.1,Astyanax_pachon,KAG9261918.1,RAB14,Drosophila_melanogaster,NP_788056.1,RAB14,1.25e-91,334.0,9.36e-92,334.0
4216,RAB14,NP_788056.1,Astyanax_pachon,KAG9281889.1,RAB14,Drosophila_melanogaster,NP_788056.1,RAB14,2.53e-90,330.0,1.4999999999999999e-90,330.0
4217,RAB2,NP_477090.1,Astyanax_pachon,KAG9264733.1,RAB2A,Drosophila_melanogaster,NP_477090.1,RAB2,5.609999999999999e-104,375.0,3.7899999999999996e-104,375.0
4218,RAB23,NP_649574.1,Astyanax_pachon,KAG9275055.1,RAB23,Drosophila_melanogaster,NP_649574.1,RAB23,1.69e-64,244.0,1.3e-64,244.0
4219,RAB26,NP_649303.2,Astyanax_pachon,KAG9264542.1,RAB37,Drosophila_melanogaster,NP_649303.2,RAB26,4.33e-68,256.0,4.59e-68,256.0
4220,RAB26,NP_649303.2,Astyanax_pachon,KAG9268097.1,RAB37,Drosophila_melanogaster,NP_649303.2,RAB26,1.83e-71,267.0,2.24e-71,267.0
4221,RAB3,NP_001356961.1,Astyanax_pachon,KAG9262983.1,RAB3C,Drosophila_melanogaster,NP_001356961.1,RAB3,6.34e-95,345.0,4.21e-95,345.0
4222,RAB3,NP_001356961.1,Astyanax_pachon,KAG9264695.1,RAB3A,Drosophila_melanogaster,NP_001356961.1,RAB3,4.89e-97,352.0,3.29e-97,352.0
4223,RAB3,NP_001356961.1,Astyanax_pachon,KAG9266616.1,RAB3B,Drosophila_melanogaster,NP_001356961.1,RAB3,6.17e-95,345.0,4.21e-95,345.0
4224,RAB3,NP_001356961.1,Astyanax_pachon,KAG9266771.1,RAB3A,Drosophila_melanogaster,NP_001356961.1,RAB3,6.259999999999999e-95,345.0,4.21e-95,345.0
4225,RAB35,NP_608373.1,Astyanax_pachon,KAG9264127.1,RAB35,Drosophila_melanogaster,NP_608373.1,RAB35,4.7e-68,256.0,2.38e-68,256.0
4226,RAB35,NP_608373.1,Astyanax_pachon,KAG9269980.1,RAB35,Drosophila_melanogaster,NP_608373.1,RAB35,3.45e-71,266.0,2.32e-71,266.0
4227,RAB35,NP_608373.1,Astyanax_pachon,KAG9281723.1,RAB35,Drosophila_melanogaster,NP_608373.1,RAB35,8.640000000000001e-72,268.0,5.81e-72,268.0
4228,RAB39,NP_572405.2,Astyanax_pachon,KAG9265704.1,RAB39B,Drosophila_melanogaster,NP_572405.2,RAB39,9.83e-63,238.0,6.76e-63,238.0
4229,RAB39,NP_572405.2,Astyanax_pachon,KAG9274478.1,RAB39B,Drosophila_melanogaster,NP_572405.2,RAB39,7.86e-62,235.0,5.41e-62,235.0
4230,RAB39,NP_572405.2,Astyanax_pachon,KAG9278897.1,RAB39B,Drosophila_melanogaster,NP_572405.2,RAB39,1.01e-59,228.0,6.93e-60,228.0
4231,RAB3-GEF,NP_001259560.1,Astyanax_pachon,KAG9260846.1,MADD,Drosophila_melanogaster,NP_001259560.1,RAB3-GEF,1.9999999999999999e-292,1004.0,1.72e-292,1004.0
4232,RAB40,NP_572800.2,Astyanax_pachon,KAG9263846.1,RAB40C,Drosophila_melanogaster,NP_572800.2,RAB40,2.0999999999999997e-89,327.0,1.2799999999999999e-89,327.0
4233,RAB40,NP_572800.2,Astyanax_pachon,KAG9267947.1,RAB40B,Drosophila_melanogaster,NP_572800.2,RAB40,3.43e-88,323.0,2.05e-88,323.0
4234,RAB5,NP_523457.1,Astyanax_pachon,KAG9264250.1,RAB5C,Drosophila_melanogaster,NP_523457.1,RAB5,3.54e-80,296.0,2.36e-80,296.0
4235,RAB5,NP_523457.1,Astyanax_pachon,KAG9267431.1,RAB5C,Drosophila_melanogaster,NP_523457.1,RAB5,8.44e-81,298.0,5.89e-81,298.0
4236,RAB5,NP_523457.1,Astyanax_pachon,KAG9280035.1,RAB5A,Drosophila_melanogaster,NP_523457.1,RAB5,6.92e-80,295.0,4.72e-80,295.0
4237,RAB5,NP_523457.1,Astyanax_pachon,KAG9283754.1,RAB5A,Drosophila_melanogaster,NP_523457.1,RAB5,8.68e-81,298.0,5.89e-81,298.0
4238,RAB7,NP_524472.1,Astyanax_pachon,KAG9260630.1,RAB7,Drosophila_melanogaster,NP_524472.1,RAB7,4.8199999999999996e-91,332.0,3.24e-91,332.0
4239,RAB7,NP_524472.1,Astyanax_pachon,KAG9270442.1,RAB7,Drosophila_melanogaster,NP_524472.1,RAB7,7.64e-90,328.0,5.1899999999999995e-90,328.0
4240,RAB7,NP_524472.1,Astyanax_pachon,KAG9277145.1,RAB7,Drosophila_melanogaster,NP_524472.1,RAB7,4.8199999999999996e-91,332.0,3.24e-91,332.0
4241,RAB8,NP_524172.1,Astyanax_pachon,KAG9267195.1,RAB8B,Drosophila_melanogaster,NP_524172.1,RAB8,6.14e-89,325.0,4.15e-89,325.0
4242,RAB8,NP_524172.1,Astyanax_pachon,KAG9278656.1,RAB8A,Drosophila_melanogaster,NP_524172.1,RAB8,1.51e-92,337.0,1.01e-92,337.0
4243,RAB8,NP_524172.1,Astyanax_pachon,KAG9281002.1,RAB8B,Drosophila_melanogaster,NP_524172.1,RAB8,9.87e-88,321.0,6.64e-88,321.0
4244,RAB9,NP_609966.1,Astyanax_pachon,KAG9262383.1,RAB9A,Drosophila_melanogaster,NP_609966.1,RAB9,1.28e-51,201.0,1.09e-51,201.0
4245,RAB9,NP_609966.1,Astyanax_pachon,KAG9270986.1,RAB9A,Drosophila_melanogaster,NP_609966.1,RAB9,1.59e-52,204.0,1.3599999999999998e-52,204.0
4246,RAB9,NP_609966.1,Astyanax_pachon,KAG9271870.1,RAB9B,Drosophila_melanogaster,NP_609966.1,RAB9,1.42e-51,201.0,1.09e-51,201.0
4247,RABX4,NP_733043.1,,,,,,,,,,
4248,RAC1,NP_476950.1,Astyanax_pachon,KAG9263885.1,RAC2,Drosophila_melanogaster,NP_476950.1,RAC1,2.67e-98,356.0,1.79e-98,356.0
4249,RAC1,NP_476950.1,Astyanax_pachon,KAG9264001.1,RAC3,Drosophila_melanogaster,NP_476950.1,RAC1,1.04e-100,364.0,7e-101,364.0
4250,RAC1,NP_476950.1,Astyanax_pachon,KAG9264581.1,RAC1,Drosophila_melanogaster,NP_476950.1,RAC1,1.71e-96,350.0,1.15e-96,350.0
4251,RAC1,NP_476950.1,Astyanax_pachon,KAG9267372.1,RAC3,Drosophila_melanogaster,NP_476950.1,RAC1,2.08e-100,363.0,1.4e-100,363.0
4252,RAC1,NP_476950.1,Astyanax_pachon,KAG9267623.1,RAC1,Drosophila_melanogaster,NP_476950.1,RAC1,5.21e-101,365.0,3.5e-101,365.0
4253,RAC2,NP_648121.1,Astyanax_pachon,KAG9263885.1,RAC2,Drosophila_melanogaster,NP_648121.1,RAC2,4.2700000000000004e-97,352.0,2.8700000000000003e-97,352.0
4254,RAC2,NP_648121.1,Astyanax_pachon,KAG9264001.1,RAC3,Drosophila_melanogaster,NP_648121.1,RAC2,2.13e-97,353.0,1.43e-97,353.0
4255,RAC2,NP_648121.1,Astyanax_pachon,KAG9264581.1,RAC1,Drosophila_melanogaster,NP_648121.1,RAC2,1.09e-94,344.0,7.34e-95,344.0
4256,RAC2,NP_648121.1,Astyanax_pachon,KAG9267372.1,RAC3,Drosophila_melanogaster,NP_648121.1,RAC2,2.13e-97,353.0,1.43e-97,353.0
4257,RAC2,NP_648121.1,Astyanax_pachon,KAG9267623.1,RAC1,Drosophila_melanogaster,NP_648121.1,RAC2,1.33e-98,357.0,8.96e-99,357.0
4258,RAE1,NP_611597.1,Astyanax_pachon,KAG9277092.1,RAE1,Drosophila_melanogaster,NP_611597.1,RAE1,3.85e-134,476.0,2.43e-134,476.0
4259,RALA,NP_726881.1,,,,,,,,,,
4260,RANBP16,NP_001188595.1,Astyanax_pachon,KAG9263374.1,XPO7,Drosophila_melanogaster,NP_001188595.1,RANBP16,0.0,1216.0,0.0,1216.0
4261,RANBP21,NP_608339.2,Astyanax_pachon,KAG9260128.1,XPO5,Drosophila_melanogaster,NP_608339.2,RANBP21,4.1899999999999995e-188,657.0,2.8399999999999998e-188,657.0
4262,RANBPM,NP_001303342.1,Astyanax_pachon,KAG9273242.1,RANBP10,Drosophila_melanogaster,NP_001303342.1,RANBPM,2.61e-130,464.0,3.24e-130,464.0
4263,RANBPM,NP_001303342.1,Astyanax_pachon,KAG9273981.1,RANBP9,Drosophila_melanogaster,NP_001303342.1,RANBPM,1.22e-136,485.0,1.55e-136,485.0
4264,RANGAP,NP_476712.1,Astyanax_pachon,KAG9267779.1,RANGAP1,Drosophila_melanogaster,NP_476712.1,RANGAP,9.069999999999999e-52,203.0,6.349999999999999e-52,203.0
4265,RANGAP,NP_476712.1,Astyanax_pachon,KAG9279273.1,RANGAP1,Drosophila_melanogaster,NP_476712.1,RANGAP,3.64e-51,201.0,2.54e-51,201.0
4266,RAP2L,NP_477402.1,Astyanax_pachon,KAG9271499.1,RAP2A,Drosophila_melanogaster,NP_477402.1,RAP2L,2.11e-63,240.0,1.41e-63,240.0
4267,RAP2L,NP_477402.1,Astyanax_pachon,KAG9272641.1,RAP2C,Drosophila_melanogaster,NP_477402.1,RAP2L,5.28e-64,242.0,3.53e-64,242.0
4268,RAP2L,NP_477402.1,Astyanax_pachon,KAG9273417.1,RAP2A,Drosophila_melanogaster,NP_477402.1,RAP2L,3.28e-65,246.0,2.21e-65,246.0
4269,RAPGAP1,NP_001097114.2,,,,,,,,,,
4270,RAS64B,NP_523917.2,Astyanax_pachon,KAG9267174.1,RRAS2,Drosophila_melanogaster,NP_523917.2,RAS64B,8.93e-69,258.0,5.679999999999999e-69,258.0
4271,RAS85D,NP_476699.1,Astyanax_pachon,KAG9260819.1,HRAS,Drosophila_melanogaster,NP_476699.1,RAS85D,9.680000000000001e-79,291.0,6.51e-79,291.0
4272,RAS85D,NP_476699.1,Astyanax_pachon,KAG9264264.1,KRAS,Drosophila_melanogaster,NP_476699.1,RAS85D,1.57e-74,277.0,1.07e-74,277.0
4273,RAS85D,NP_476699.1,Astyanax_pachon,KAG9281102.1,KRAS,Drosophila_melanogaster,NP_476699.1,RAS85D,1.98e-75,280.0,1.33e-75,280.0
4274,RAS85D,NP_476699.1,Astyanax_pachon,KAG9281141.1,HRAS,Drosophila_melanogaster,NP_476699.1,RAS85D,3.87e-78,289.0,2.6e-78,289.0
4275,RASSF8,NP_651411.1,,,,,,,,,,
4276,RAW,NP_524789.2,,,,,,,,,,
4277,RBCN-3A,NP_572302.2,Astyanax_pachon,KAG9270677.1,DMXL1,Drosophila_melanogaster,NP_572302.2,RBCN-3A,0.0,1749.0,0.0,1749.0
4278,RBCN-3A,NP_572302.2,Astyanax_pachon,KAG9273475.1,DMXL2,Drosophila_melanogaster,NP_572302.2,RBCN-3A,0.0,1741.0,0.0,1741.0
4279,RBCN-3B,NP_569960.2,Astyanax_pachon,KAG9266360.1,WDR7,Drosophila_melanogaster,NP_569960.2,RBCN-3B,0.0,1047.0,0.0,1047.0
4280,RBF,NP_525036.2,Astyanax_pachon,KAG9277932.1,RBL1,Drosophila_melanogaster,NP_525036.2,RBF,1.14e-99,363.0,6.16e-100,363.0
4281,RBF2,NP_524372.1,,,,,,,,,,
4282,RBM13,NP_572508.1,Astyanax_pachon,KAG9270520.1,KAG9270520.1,Drosophila_melanogaster,NP_572508.1,RBM13,2.1799999999999998e-67,254.0,1.6199999999999998e-67,254.0
4283,RBP1-LIKE,NP_572880.2,Astyanax_pachon,KAG9277126.1,SRSF3,Drosophila_melanogaster,NP_572880.2,RBP1-LIKE,1.52e-28,124.0,1.02e-28,124.0
4284,RBP4,NP_476935.1,,,,,,,,,,
4285,RBP6,NP_001261979.1,Astyanax_pachon,KAG9263092.1,KAG9263092.1,Drosophila_melanogaster,NP_001261979.1,RBP6,1.4999999999999999e-92,338.0,9.08e-93,338.0
4286,RBP6,NP_001261979.1,Astyanax_pachon,KAG9265124.1,KAG9265124.1,Drosophila_melanogaster,NP_001261979.1,RBP6,3.0299999999999997e-89,327.0,1.86e-89,327.0
4287,RBP6,NP_001261979.1,Astyanax_pachon,KAG9270565.1,KAG9270565.1,Drosophila_melanogaster,NP_001261979.1,RBP6,2.4e-92,337.0,1.8199999999999998e-92,337.0
4288,RBP9,NP_001259974.1,Astyanax_pachon,KAG9259613.1,ELAVL2,Drosophila_melanogaster,NP_001259974.1,RBP9,8.49e-109,392.0,9.29e-109,392.0
4289,RCA1,NP_477214.1,,,,,,,,,,
4290,RCD2,NP_649244.3,,,,,,,,,,
4291,RDGA,NP_001188564.1,Astyanax_pachon,KAG9280793.1,DGKZ,Drosophila_melanogaster,NP_001188564.1,RDGA,1.6499999999999998e-190,665.0,9.029999999999999e-191,665.0
4292,RDH,NP_995993.1,,,,,,,,,,
4293,RDL,NP_001261615.1,,,,,,,,,,
4294,RDO,NP_001286024.1,,,,,,,,,,
4295,RDX,NP_650325.1,Astyanax_pachon,KAG9264462.1,SPOP,Drosophila_melanogaster,NP_650325.1,RDX,5.8799999999999994e-170,595.0,4.26e-170,595.0
4296,RDX,NP_650325.1,Astyanax_pachon,KAG9266478.1,SPOPLB,Drosophila_melanogaster,NP_650325.1,RDX,1.6100000000000001e-164,577.0,1.12e-164,577.0
4297,RDX,NP_650325.1,Astyanax_pachon,KAG9271741.1,SPOPLA,Drosophila_melanogaster,NP_650325.1,RDX,8.07e-165,578.0,5.58e-165,578.0
4298,REC,NP_732072.1,Astyanax_pachon,KAG9268735.1,MCM8,Drosophila_melanogaster,NP_732072.1,REC,1.4900000000000002e-73,276.0,9.989999999999999e-74,276.0
4299,RECK,NP_648733.2,Astyanax_pachon,KAG9276694.1,RECK,Drosophila_melanogaster,NP_648733.2,RECK,1.14e-146,519.0,8.549999999999999e-147,519.0
4300,RECQ5,NP_729983.1,Astyanax_pachon,KAG9264537.1,RECQL5,Drosophila_melanogaster,NP_729983.1,RECQ5,1.73e-132,472.0,1.1900000000000002e-132,472.0
4301,REF(2)P,NP_476700.1,,,,,,,,,,
4302,REG,NP_572866.1,Astyanax_pachon,KAG9267811.1,PSME3,Drosophila_melanogaster,NP_572866.1,REG,4.61e-65,246.0,2.97e-65,246.0
4303,REG-2,NP_612043.1,,,,,,,,,,
4304,REGUCALCIN,NP_727588.2,Astyanax_pachon,KAG9277550.1,RGN,Drosophila_melanogaster,NP_727588.2,REGUCALCIN,6.51e-41,166.0,4.67e-41,166.0
4305,REL,NP_477094.1,,,,,,,,,,
4306,REP,NP_477420.1,Astyanax_pachon,KAG9265488.1,CHM,Drosophila_melanogaster,NP_477420.1,REP,7.22e-72,270.0,3.69e-72,270.0
4307,REPO,NP_477026.1,,,,,,,,,,
4308,REPS,NP_001245975.1,,,,,,,,,,
4309,RET,NP_477044.1,Astyanax_pachon,KAG9275421.1,RET,Drosophila_melanogaster,NP_477044.1,RET,1.1e-111,403.0,8.19e-112,403.0
4310,RETM,NP_001260132.1,Astyanax_pachon,KAG9262890.1,SEC14L1,Drosophila_melanogaster,NP_001260132.1,RETM,3.5499999999999998e-165,580.0,2.45e-165,580.0
4311,RETM,NP_001260132.1,Astyanax_pachon,KAG9264613.1,SEC14L1,Drosophila_melanogaster,NP_001260132.1,RETM,1.4600000000000002e-161,568.0,1e-161,568.0
4312,RETM,NP_001260132.1,Astyanax_pachon,KAG9277428.1,SEC14L1,Drosophila_melanogaster,NP_001260132.1,RETM,1.2000000000000002e-163,575.0,7.840000000000001e-164,575.0
4313,RETN,NP_788434.1,,,,,,,,,,
4314,RFC3,NP_609399.1,Astyanax_pachon,KAG9261996.1,RFC5,Drosophila_melanogaster,NP_609399.1,RFC3,1.29e-114,411.0,8.599999999999999e-115,411.0
4315,RFESP,NP_722715.1,Astyanax_pachon,KAG9261189.1,UQCRFS1,Drosophila_melanogaster,NP_722715.1,RFESP,7.26e-76,282.0,4.06e-76,282.0
4316,RFESP,NP_722715.1,Astyanax_pachon,KAG9273054.1,UQCRFS1,Drosophila_melanogaster,NP_722715.1,RFESP,2.4499999999999997e-74,277.0,1.2999999999999998e-74,277.0
4317,RFX,NP_001097738.2,Astyanax_pachon,KAG9263053.1,RFX3,Drosophila_melanogaster,NP_001097738.2,RFX,2.3699999999999999e-141,501.0,1.86e-141,501.0
4318,RFX,NP_001097738.2,Astyanax_pachon,KAG9264327.1,RFX1,Drosophila_melanogaster,NP_001097738.2,RFX,4.54e-140,497.0,2.98e-140,497.0
4319,RFX,NP_001097738.2,Astyanax_pachon,KAG9270082.1,RFX2,Drosophila_melanogaster,NP_001097738.2,RFX,1.44e-136,485.0,1.22e-136,485.0
4320,RG,NP_001284879.1,,,,,,,,,,
4321,RGA,NP_524239.2,Astyanax_pachon,KAG9280939.1,CNOT2,Drosophila_melanogaster,NP_524239.2,RGA,3.7299999999999996e-67,254.0,2.7399999999999998e-67,254.0
4322,RGK1,NP_725875.3,,,,,,,,,,
4323,RGK2,NP_001286577.1,,,,,,,,,,
4324,RGK3,NP_001286670.1,,,,,,,,,,
4325,RGL,NP_001261814.1,Astyanax_pachon,KAG9270070.1,RGL1,Drosophila_melanogaster,NP_001261814.1,RGL,1.5099999999999998e-89,329.0,1.22e-89,329.0
4326,RGN,NP_001246866.1,,,,,,,,,,
4327,RGR,NP_001163089.2,,,,,,,,,,
4328,RH50,NP_001369039.1,Astyanax_pachon,KAG9266569.1,RHCG2,Drosophila_melanogaster,NP_001369039.1,RH50,1.08e-96,352.0,7.49e-97,352.0
4329,RH50,NP_001369039.1,Astyanax_pachon,KAG9276607.1,RHBG,Drosophila_melanogaster,NP_001369039.1,RH50,1.57e-101,368.0,1.14e-101,368.0
4330,RH50,NP_001369039.1,Astyanax_pachon,KAG9281095.1,RHCG,Drosophila_melanogaster,NP_001369039.1,RH50,1.03e-99,362.0,7.31e-100,362.0
4331,RH7,NP_524035.2,Astyanax_pachon,KAG9273876.1,OPN4L,Drosophila_melanogaster,NP_524035.2,RH7,1.31e-47,189.0,8.44e-48,189.0
4332,RHEA,NP_648238.1,Astyanax_pachon,KAG9263514.1,TLN1,Drosophila_melanogaster,NP_648238.1,RHEA,0.0,1858.0,0.0,1858.0
4333,RHEA,NP_648238.1,Astyanax_pachon,KAG9267198.1,TLN2,Drosophila_melanogaster,NP_648238.1,RHEA,0.0,1776.0,0.0,1776.0
4334,RHEA,NP_648238.1,Astyanax_pachon,KAG9280989.1,TLN2,Drosophila_melanogaster,NP_648238.1,RHEA,0.0,1847.0,0.0,1847.0
4335,RHO,NP_523883.2,,,,,,,,,,
4336,RHO1,NP_477098.1,Astyanax_pachon,KAG9260699.1,RHOA,Drosophila_melanogaster,NP_477098.1,RHO1,4.39e-94,342.0,2.9399999999999996e-94,342.0
4337,RHO1,NP_477098.1,Astyanax_pachon,KAG9270177.1,RHOAA,Drosophila_melanogaster,NP_477098.1,RHO1,2.25e-91,333.0,1.4999999999999998e-91,333.0
4338,RHO1,NP_477098.1,Astyanax_pachon,KAG9270836.1,RHOAD,Drosophila_melanogaster,NP_477098.1,RHO1,6.86e-96,348.0,4.59e-96,348.0
4339,RHO1,NP_477098.1,Astyanax_pachon,KAG9270900.1,RHOAB,Drosophila_melanogaster,NP_477098.1,RHO1,5.62e-92,335.0,3.76e-92,335.0
4340,RHO1,NP_477098.1,Astyanax_pachon,KAG9277032.1,RHOAD,Drosophila_melanogaster,NP_477098.1,RHO1,1.3699999999999999e-95,347.0,9.18e-96,347.0
4341,RHO-4,NP_525084.1,,,,,,,,,,
4342,RHOBTB,NP_001262107.1,Astyanax_pachon,KAG9261762.1,RHOBTB1,Drosophila_melanogaster,NP_001262107.1,RHOBTB,3.34e-130,464.0,2.25e-130,464.0
4343,RHOBTB,NP_001262107.1,Astyanax_pachon,KAG9267607.1,RHOBTB1,Drosophila_melanogaster,NP_001262107.1,RHOBTB,5.74e-133,473.0,4.4e-133,473.0
4344,RHOBTB,NP_001262107.1,Astyanax_pachon,KAG9270434.1,RHOBTB2,Drosophila_melanogaster,NP_001262107.1,RHOBTB,9.999999999999999e-129,459.0,7.21e-129,459.0
4345,RHOGAP100F,NP_001163786.1,,,,,,,,,,
4346,RHOGAP15B,NP_573183.2,,,,,,,,,,
4347,RHOGAP18B,NP_001138221.1,,,,,,,,,,
4348,RHOGAP19D,NP_001162809.1,,,,,,,,,,
4349,RHOGAP1A,NP_001284725.1,Astyanax_pachon,KAG9266329.1,BCR,Drosophila_melanogaster,NP_001284725.1,RHOGAP1A,7.969999999999999e-119,427.0,5.55e-119,427.0
4350,RHOGAP1A,NP_001284725.1,Astyanax_pachon,KAG9282076.1,ABR,Drosophila_melanogaster,NP_001284725.1,RHOGAP1A,1.76e-116,419.0,1.42e-116,419.0
4351,RHOGAP54D,NP_001261060.1,,,,,,,,,,
4352,RHOGAP68F,NP_001401037.1,Astyanax_pachon,KAG9260979.1,ARHGAP1,Drosophila_melanogaster,NP_001401037.1,RHOGAP68F,1.01e-62,239.0,7.52e-63,239.0
4353,RHOGAP71E,NP_730060.1,,,,,,,,,,
4354,RHOGAP92B,NP_650844.1,Astyanax_pachon,KAG9267669.1,ARHGAP17,Drosophila_melanogaster,NP_650844.1,RHOGAP92B,2.14e-50,199.0,1.26e-50,199.0
4355,RHOGAP93B,NP_650939.2,,,,,,,,,,
4356,RHOGAPP190,NP_001259659.1,Astyanax_pachon,KAG9264988.1,ARHGAP35,Drosophila_melanogaster,NP_001259659.1,RHOGAPP190,1.85e-174,612.0,1.13e-174,612.0
4357,RHOGAPP190,NP_001259659.1,Astyanax_pachon,KAG9268132.1,ARHGAP5,Drosophila_melanogaster,NP_001259659.1,RHOGAPP190,3.3500000000000003e-183,641.0,2.1e-183,641.0
4358,RHOGAPP190,NP_001259659.1,Astyanax_pachon,KAG9282131.1,ARHGAP35,Drosophila_melanogaster,NP_001259659.1,RHOGAPP190,2.22e-178,625.0,1.3799999999999999e-178,625.0
4359,RHOGDI,NP_649162.1,Astyanax_pachon,KAG9263862.1,ARHGDIB,Drosophila_melanogaster,NP_649162.1,RHOGDI,1.88e-46,184.0,1.12e-46,184.0
4360,RHOGDI,NP_649162.1,Astyanax_pachon,KAG9264618.1,ARHGDIA,Drosophila_melanogaster,NP_649162.1,RHOGDI,5.84e-47,186.0,2.8100000000000004e-47,186.0
4361,RHOGEF2,NP_477317.1,,,,,,,,,,
4362,RHOGEF3,NP_612024.4,,,,,,,,,,
4363,RHOL,NP_001247003.1,,,,,,,,,,
4364,RICTOR,NP_001285432.1,Astyanax_pachon,KAG9261636.1,RICTOR,Drosophila_melanogaster,NP_001285432.1,RICTOR,2.18e-137,489.0,1.64e-137,489.0
4365,RICTOR,NP_001285432.1,Astyanax_pachon,KAG9265553.1,RICTOR,Drosophila_melanogaster,NP_001285432.1,RICTOR,4.18e-143,508.0,3.13e-143,508.0
4366,RIG,NP_611499.3,,,,,,,,,,
4367,RIM,NP_001262687.1,,,,,,,,,,
4368,RIN,NP_524907.2,,,,,,,,,,
4369,RIP11,NP_001162791.1,,,,,,,,,,
4370,RIPALPHA,NP_609351.1,,,,,,,,,,
4371,RK,NP_476702.1,,,,,,,,,,
4372,R-L,NP_524427.1,Astyanax_pachon,KAG9271795.1,UMPS,Drosophila_melanogaster,NP_524427.1,R-L,8.99e-118,422.0,6.24e-118,422.0
4373,RLB1,NP_477099.1,,,,,,,,,,
4374,RLUA-1,NP_723592.1,Astyanax_pachon,KAG9268113.1,RPUSD2,Drosophila_melanogaster,NP_723592.1,RLUA-1,2.38e-111,401.0,1.96e-111,401.0
4375,RM62,NP_524243.2,,,,,,,,,,
4376,RME-8,NP_001286236.1,Astyanax_pachon,KAG9283519.1,KAG9283519.1,Drosophila_melanogaster,NP_001286236.1,RME-8,0.0,2025.0,0.0,2025.0
4377,RN,NP_001262343.1,,,,,,,,,,
4378,RNO,NP_612007.2,,,,,,,,,,
4379,RNP4F,NP_001096884.1,,,,,,,,,,
4380,RN-TRE,NP_001260961.1,Astyanax_pachon,KAG9260823.1,USP6NL,Drosophila_melanogaster,NP_001260961.1,RN-TRE,1.73e-91,335.0,1.07e-91,335.0
4381,RO,NP_524521.1,,,,,,,,,,
4382,ROBO3,NP_001368960.1,Astyanax_pachon,KAG9263533.1,KAG9263533.1,Drosophila_melanogaster,NP_001368960.1,ROBO3,9.96e-147,520.0,5.33e-147,520.0
4383,ROC1A,NP_001138143.2,,,,,,,,,,
4384,ROC2,NP_610691.1,Astyanax_pachon,KAG9273335.1,RNF7,Drosophila_melanogaster,NP_610691.1,ROC2,2.53e-44,176.0,1.62e-44,176.0
4385,ROD,NP_476705.1,,,,,,,,,,
4386,ROK,NP_001285336.1,Astyanax_pachon,KAG9274727.1,ROCK1,Drosophila_melanogaster,NP_001285336.1,ROK,1.71e-227,788.0,1.16e-227,788.0
4387,ROK,NP_001285336.1,Astyanax_pachon,KAG9274933.1,ROCK2,Drosophila_melanogaster,NP_001285336.1,ROK,5.7099999999999995e-229,793.0,3.62e-229,793.0
4388,ROK,NP_001285336.1,Astyanax_pachon,KAG9282473.1,ROCK2,Drosophila_melanogaster,NP_001285336.1,ROK,2.87e-226,784.0,1.8500000000000003e-226,784.0
