,Ast,a,a2,Dmel,b,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
11612,Astyanax_pachon,KAG9274701.1,UBE3C,Drosophila_melanogaster,NP_611896.1,CG3356,3.4299999999999995e-197,687.0,2.3999999999999998e-197,687.0
4420,Astyanax_pachon,KAG9265455.1,UBE4A,Drosophila_melanogaster,NP_609060.1,UBE4A,4.4799999999999996e-139,494.0,2.66e-139,494.0
7921,Astyanax_pachon,KAG9269723.1,UBE4B,Drosophila_melanogaster,NP_001162967.1,UBE4B,9.36e-191,666.0,5.4499999999999994e-191,666.0
8431,Astyanax_pachon,KAG9270229.1,UBIAD1,Drosophila_melanogaster,NP_523581.1,HEIX,4.74e-82,303.0,3.0199999999999996e-82,303.0
8580,Astyanax_pachon,KAG9270441.1,UBL4AA,Drosophila_melanogaster,NP_001163644.1,CG7215,4.59e-09,59.3,2.51e-09,59.3
2359,Astyanax_pachon,KAG9262857.1,UBL5,Drosophila_melanogaster,NP_610239.1,UBL,1.8300000000000002e-31,133.0,9.19e-32,133.0
4829,Astyanax_pachon,KAG9265920.1,UBLCP1,Drosophila_melanogaster,NP_651118.1,UBLCP1,1.08e-101,368.0,7.3e-102,368.0
8713,Astyanax_pachon,KAG9270646.1,UBOX5,Drosophila_melanogaster,NP_001287613.1,CG2218,7.019999999999999e-23,107.0,4.11e-23,107.0
18225,Astyanax_pachon,KAG9283717.1,UBQLN1,Drosophila_melanogaster,NP_001285457.1,UBQN,7.35e-85,313.0,4.49e-85,313.0
11914,Astyanax_pachon,KAG9275105.1,UBR2,Drosophila_melanogaster,NP_001245723.1,UBR1,1.77e-254,878.0,1.24e-254,878.0
9268,Astyanax_pachon,KAG9271441.1,UBR3,Drosophila_melanogaster,NP_572428.3,UBR3,2.1e-270,931.0,1.6799999999999998e-270,931.0
7849,Astyanax_pachon,KAG9269634.1,UBR4,Drosophila_melanogaster,NP_001260222.1,POE,0.0,3057.0,0.0,3057.0
18274,Astyanax_pachon,KAG9283796.1,UBR5,Drosophila_melanogaster,NP_001287262.1,HYD,0.0,1708.0,0.0,1708.0
17727,Astyanax_pachon,KAG9282970.1,UBR7,Drosophila_melanogaster,NP_609837.1,CG15141,1.66e-77,288.0,1.11e-77,288.0
6081,Astyanax_pachon,KAG9267366.1,UBTD1,Drosophila_melanogaster,NP_001246931.1,CG1172,1.4399999999999997e-54,211.0,1.04e-54,211.0
4830,Astyanax_pachon,KAG9265922.1,UBTD2,Drosophila_melanogaster,NP_001246931.1,CG1172,1.49e-54,211.0,1.04e-54,211.0
10040,Astyanax_pachon,KAG9272464.1,UBXN1,Drosophila_melanogaster,NP_648167.1,CG8209,1.7e-17,88.2,1.28e-17,88.2
9158,Astyanax_pachon,KAG9271237.1,UBXN4,Drosophila_melanogaster,NP_648165.1,CG8042,2.54e-19,95.1,2.12e-19,95.1
5641,Astyanax_pachon,KAG9266861.1,UBXN6,Drosophila_melanogaster,NP_611356.1,GINT3,9.48e-41,166.0,6.46e-41,166.0
14598,Astyanax_pachon,KAG9278864.1,UBXN7,Drosophila_melanogaster,NP_001260064.1,CG8892,9.279999999999999e-34,143.0,6.1e-34,143.0
9251,Astyanax_pachon,KAG9271419.1,UCHL3,Drosophila_melanogaster,NP_001188681.1,UCH,5.43e-60,229.0,3.6099999999999996e-60,229.0
5621,Astyanax_pachon,KAG9266814.1,UCHL5,Drosophila_melanogaster,NP_001261632.1,UCH-L5,8.510000000000001e-107,385.0,5.64e-107,385.0
4941,Astyanax_pachon,KAG9266077.1,UCK1,Drosophila_melanogaster,NP_001138105.1,UCK,8.87e-80,295.0,6.57e-80,295.0
8837,Astyanax_pachon,KAG9270813.1,UCK2A,Drosophila_melanogaster,NP_001138105.1,UCK,2.62e-81,300.0,2.05e-81,300.0
10927,Astyanax_pachon,KAG9273693.1,UCK2B,Drosophila_melanogaster,NP_001138105.1,UCK,4.08e-83,306.0,3.21e-83,306.0
17400,Astyanax_pachon,KAG9282559.1,UCKL1,Drosophila_melanogaster,NP_611206.3,L(2)K01209,3.89e-182,636.0,2.7e-182,636.0
17018,Astyanax_pachon,KAG9282000.1,UFC1,Drosophila_melanogaster,NP_611074.1,UFC1,5.35e-80,295.0,3.53e-80,295.0
17193,Astyanax_pachon,KAG9282256.1,UFL1,Drosophila_melanogaster,NP_001246957.1,UFL1,3.19e-108,391.0,2.13e-108,391.0
3091,Astyanax_pachon,KAG9263683.1,UFM1,Drosophila_melanogaster,NP_001097354.1,UFM1,6.63e-36,148.0,3.34e-36,148.0
11524,Astyanax_pachon,KAG9274521.1,UFSP1,Drosophila_melanogaster,NP_001286151.1,UFSP1,2.24e-37,154.0,1.4e-37,154.0
156,Astyanax_pachon,KAG9259679.1,UFSP2,Drosophila_melanogaster,NP_648779.1,UFSP2,4.77e-83,307.0,3.19e-83,307.0
2750,Astyanax_pachon,KAG9263257.1,UGCG,Drosophila_melanogaster,NP_611636.1,GLCT,3.7899999999999997e-115,413.0,2.85e-115,413.0
302,Astyanax_pachon,KAG9259928.1,UGDH,Drosophila_melanogaster,NP_476980.1,SGL,4.32e-186,649.0,2.79e-186,649.0
11010,Astyanax_pachon,KAG9273777.1,UGGT1,Drosophila_melanogaster,NP_524151.2,UGGT,0.0,1171.0,0.0,1171.0
9154,Astyanax_pachon,KAG9271208.1,UGGT2,Drosophila_melanogaster,NP_524151.2,UGGT,0.0,1191.0,0.0,1191.0
2247,Astyanax_pachon,KAG9262629.1,UGP2,Drosophila_melanogaster,NP_001163399.1,UGP,3.8e-176,616.0,2.5799999999999997e-176,616.0
3085,Astyanax_pachon,KAG9263680.1,UGT1A5,Drosophila_melanogaster,NP_524313.2,UGT35B1,1.26e-62,239.0,8.01e-63,239.0
16706,Astyanax_pachon,KAG9281661.1,UGT2A1,Drosophila_melanogaster,NP_524313.2,UGT35B1,9.799999999999999e-62,236.0,6.3999999999999996e-62,236.0
1510,Astyanax_pachon,KAG9261594.1,UGT2A2,Drosophila_melanogaster,NP_524313.2,UGT35B1,7.82e-61,233.0,5.1199999999999996e-61,233.0
11516,Astyanax_pachon,KAG9274503.1,UGT2B20,Drosophila_melanogaster,NP_524313.2,UGT35B1,8.12e-64,243.0,5e-64,243.0
16017,Astyanax_pachon,KAG9280669.1,UHRF1BP1L,Drosophila_melanogaster,NP_001036335.3,CG34126,4.44e-110,398.0,3.1900000000000005e-110,398.0
8630,Astyanax_pachon,KAG9270505.1,ULK1,Drosophila_melanogaster,NP_648601.1,ATG1,7.56e-108,390.0,4.54e-108,390.0
4155,Astyanax_pachon,KAG9265136.1,ULK2,Drosophila_melanogaster,NP_648601.1,ATG1,3.2800000000000003e-110,398.0,1.77e-110,398.0
9551,Astyanax_pachon,KAG9271795.1,UMPS,Drosophila_melanogaster,NP_524427.1,R-L,8.99e-118,422.0,6.24e-118,422.0
12161,Astyanax_pachon,KAG9275375.1,UNC5B-B,Drosophila_melanogaster,NP_001286450.1,UNC-5,2.24e-87,322.0,1.7200000000000001e-87,322.0
2548,Astyanax_pachon,KAG9263055.1,UNC5C,Drosophila_melanogaster,NP_001286450.1,UNC-5,1.45e-85,316.0,1.1e-85,316.0
15512,Astyanax_pachon,KAG9280001.1,UNKL,Drosophila_melanogaster,NP_001303430.1,UNK,1.0099999999999999e-140,499.0,5.64e-141,499.0
5606,Astyanax_pachon,KAG9266783.1,UOX,Drosophila_melanogaster,NP_476779.1,URO,6.520000000000001e-59,226.0,4.47e-59,226.0
8439,Astyanax_pachon,KAG9270247.1,UPB1,Drosophila_melanogaster,NP_649732.1,PYD3,9.559999999999999e-141,498.0,6.469999999999999e-141,498.0
14467,Astyanax_pachon,KAG9278671.1,UPF1,Drosophila_melanogaster,NP_001285145.1,UPF1,0.0,1350.0,0.0,1350.0
16067,Astyanax_pachon,KAG9280739.1,UPF2,Drosophila_melanogaster,NP_572434.1,UPF2,2.9499999999999997e-180,631.0,1.91e-180,631.0
12601,Astyanax_pachon,KAG9276064.1,UPP1,Drosophila_melanogaster,NP_001188991.1,CG3788,3.97e-79,293.0,3.26e-79,293.0
9490,Astyanax_pachon,KAG9271673.1,UPP2,Drosophila_melanogaster,NP_651515.1,CG6330,1.49e-87,321.0,1.11e-87,321.0
13860,Astyanax_pachon,KAG9277683.1,UQCC1,Drosophila_melanogaster,NP_648064.1,UQCC1,2e-36,151.0,1.24e-36,151.0
13449,Astyanax_pachon,KAG9277160.1,UQCC2,Drosophila_melanogaster,NP_001369010.1,CG46459,1.5e-13,73.9,8.09e-14,73.9
4924,Astyanax_pachon,KAG9266040.1,UQCR10,Drosophila_melanogaster,NP_476985.1,OX,7.22e-11,63.9,4.38e-11,63.9
15336,Astyanax_pachon,KAG9279876.1,UQCRB,Drosophila_melanogaster,NP_573110.1,UQCR-14,1.2099999999999999e-30,131.0,5.59e-31,131.0
6353,Astyanax_pachon,KAG9267626.1,UQCRC2,Drosophila_melanogaster,NP_001261955.1,UQCR-C2,1.11e-56,219.0,7.16e-57,219.0
1264,Astyanax_pachon,KAG9261189.1,UQCRFS1,Drosophila_melanogaster,NP_001259876.1,RFESP,7.26e-76,282.0,4.06e-76,282.0
14574,Astyanax_pachon,KAG9278843.1,UQCRH,Drosophila_melanogaster,NP_001260811.1,UQCR-11L,7.59e-13,71.2,4.35e-13,71.2
10290,Astyanax_pachon,KAG9272765.1,UQCRQ,Drosophila_melanogaster,NP_001189124.1,UQCR-Q,1.08e-17,87.0,7.88e-18,87.0
10464,Astyanax_pachon,KAG9272957.1,URAH,Drosophila_melanogaster,NP_724982.1,CG30016,1.98e-13,73.6,1.08e-13,73.6
13874,Astyanax_pachon,KAG9277724.1,URH1,Drosophila_melanogaster,NP_609571.1,CG5418,1.76e-41,168.0,1.3e-41,168.0
2766,Astyanax_pachon,KAG9263270.1,URM1,Drosophila_melanogaster,NP_996018.2,URM1,4.8400000000000004e-29,125.0,3.25e-29,125.0
14265,Astyanax_pachon,KAG9278428.1,UROD,Drosophila_melanogaster,NP_610501.1,UROD,1.49e-108,391.0,9.67e-109,391.0
6288,Astyanax_pachon,KAG9267548.1,UROS,Drosophila_melanogaster,NP_001259362.1,UROS1,7.58e-34,143.0,3.4e-34,143.0
9731,Astyanax_pachon,KAG9272011.1,USB1,Drosophila_melanogaster,NP_649911.1,CG16790,2.1700000000000002e-32,138.0,1.01e-32,138.0
5719,Astyanax_pachon,KAG9266933.1,USE1,Drosophila_melanogaster,NP_648289.2,USE1,7.25e-20,95.9,4.64e-20,95.9
3780,Astyanax_pachon,KAG9264589.1,USH1G,Drosophila_melanogaster,NP_610829.1,SANS,5.39e-35,147.0,3.96e-35,147.0
12439,Astyanax_pachon,KAG9275757.1,USO1,Drosophila_melanogaster,NP_001284992.1,P115,4.11e-186,650.0,2.45e-186,650.0
11459,Astyanax_pachon,KAG9274403.1,USP12,Drosophila_melanogaster,NP_651099.1,USP12-46,3.01e-142,503.0,2.22e-142,503.0
18012,Astyanax_pachon,KAG9283339.1,USP12A,Drosophila_melanogaster,NP_651099.1,USP12-46,7.39e-140,495.0,5.68e-140,495.0
11631,Astyanax_pachon,KAG9274728.1,USP14,Drosophila_melanogaster,NP_001260321.1,USP14,2.56e-146,517.0,1.5199999999999999e-146,517.0
4252,Astyanax_pachon,KAG9265223.1,USP16,Drosophila_melanogaster,NP_001284890.1,USP16-45,4.36e-50,198.0,3.84e-50,198.0
16826,Astyanax_pachon,KAG9281774.1,USP2,Drosophila_melanogaster,NP_001285527.1,USP2,6.48e-82,303.0,4.75e-82,303.0
16833,Astyanax_pachon,KAG9281779.1,USP20,Drosophila_melanogaster,NP_610943.2,USP20-33,1.59e-157,555.0,1.1300000000000001e-157,555.0
6074,Astyanax_pachon,KAG9267349.1,USP22,Drosophila_melanogaster,NP_001287106.1,NOT,3.75e-148,523.0,2.48e-148,523.0
1475,Astyanax_pachon,KAG9261525.1,USP30,Drosophila_melanogaster,NP_001284912.1,USP30,5.24e-47,187.0,3.9000000000000003e-47,187.0
15473,Astyanax_pachon,KAG9279992.1,USP31,Drosophila_melanogaster,NP_001286855.1,USP15-31,6.12e-118,424.0,3.94e-118,424.0
4202,Astyanax_pachon,KAG9265168.1,USP32,Drosophila_melanogaster,NP_001262075.2,USP32,0.0,1027.0,0.0,1027.0
10957,Astyanax_pachon,KAG9273719.1,USP33,Drosophila_melanogaster,NP_610943.2,USP20-33,5.2e-150,530.0,3.8e-150,530.0
2240,Astyanax_pachon,KAG9262622.1,USP34,Drosophila_melanogaster,NP_001262922.1,PUF,0.0,2239.0,0.0,2239.0
1379,Astyanax_pachon,KAG9261375.1,USP39,Drosophila_melanogaster,NP_573334.1,USP39,3.76e-173,606.0,2.5500000000000002e-173,606.0
3716,Astyanax_pachon,KAG9264493.1,USP43,Drosophila_melanogaster,NP_001286855.1,USP15-31,2.9799999999999997e-115,415.0,2.0199999999999999e-115,415.0
14216,Astyanax_pachon,KAG9278364.1,USP45,Drosophila_melanogaster,NP_001284890.1,USP16-45,2.6099999999999998e-48,192.0,2.4599999999999998e-48,192.0
17517,Astyanax_pachon,KAG9282770.1,USP46,Drosophila_melanogaster,NP_651099.1,USP12-46,2.3e-141,500.0,1.78e-141,500.0
5875,Astyanax_pachon,KAG9267120.1,USP47,Drosophila_melanogaster,NP_996001.2,USP47,1.0699999999999999e-172,606.0,7.940000000000001e-173,606.0
12570,Astyanax_pachon,KAG9275993.1,USP5,Drosophila_melanogaster,NP_001246589.1,USP5,7.51e-214,742.0,4.9e-214,742.0
932,Astyanax_pachon,KAG9260823.1,USP6NL,Drosophila_melanogaster,NP_523736.1,RN-TRE,1.73e-91,335.0,8.95e-92,335.0
3219,Astyanax_pachon,KAG9263857.1,USP7,Drosophila_melanogaster,NP_572779.2,USP7,8.57e-291,998.0,5.7800000000000005e-291,998.0
10821,Astyanax_pachon,KAG9273500.1,USP8,Drosophila_melanogaster,NP_650948.2,USP8,5.93e-97,354.0,3.35e-97,354.0
9053,Astyanax_pachon,KAG9271101.1,USP9X,Drosophila_melanogaster,NP_001247387.1,FAF,0.0,2226.0,0.0,2226.0
12859,Astyanax_pachon,KAG9276401.1,UTP11,Drosophila_melanogaster,NP_572504.1,CG1789,1.99e-24,111.0,1.25e-24,111.0
922,Astyanax_pachon,KAG9260790.1,UTP3,Drosophila_melanogaster,NP_572215.1,SAS10,8.51e-37,153.0,5.14e-37,153.0
7611,Astyanax_pachon,KAG9269236.1,UTRN,Drosophila_melanogaster,NP_001036728.1,DYS,1.35e-290,999.0,9.030000000000001e-291,999.0
9118,Astyanax_pachon,KAG9271165.1,UXS1,Drosophila_melanogaster,NP_648182.1,UXS,9.619999999999999e-147,518.0,7.039999999999999e-147,518.0
8211,Astyanax_pachon,KAG9270038.1,UXT,Drosophila_melanogaster,NP_001260464.1,UXT,3.4e-14,76.3,2.39e-14,76.3
5407,Astyanax_pachon,KAG9266570.1,V-FPS,Drosophila_melanogaster,NP_731341.1,FER,1.0399999999999999e-140,499.0,6.73e-141,499.0
2668,Astyanax_pachon,KAG9263175.1,VAMP2,Drosophila_melanogaster,NP_001261270.1,NSYB,4.4799999999999995e-28,122.0,3.22e-28,122.0
14981,Astyanax_pachon,KAG9279423.1,VAMP3,Drosophila_melanogaster,NP_001261270.1,NSYB,1.54e-28,124.0,8.06e-29,124.0
9619,Astyanax_pachon,KAG9271906.1,VAMP7,Drosophila_melanogaster,NP_001286255.1,VAMP7,1.02e-62,238.0,6.76e-63,238.0
2078,Astyanax_pachon,KAG9262411.1,VANGL1,Drosophila_melanogaster,NP_477177.1,VANG,2.3000000000000002e-99,361.0,1.7e-99,361.0
11571,Astyanax_pachon,KAG9274598.1,VANGL2,Drosophila_melanogaster,NP_477177.1,VANG,1.42e-100,365.0,1.06e-100,365.0
12733,Astyanax_pachon,KAG9276248.1,VAPA,Drosophila_melanogaster,NP_996348.1,VAP33,7.160000000000001e-33,139.0,4.6200000000000004e-33,139.0
12551,Astyanax_pachon,KAG9275962.1,VARS1,Drosophila_melanogaster,NP_524838.1,VALRS,0.0,1293.0,0.0,1293.0
13205,Astyanax_pachon,KAG9276798.1,VAV3,Drosophila_melanogaster,NP_573372.1,VAV,2.1900000000000002e-103,375.0,1.4100000000000001e-103,375.0
11496,Astyanax_pachon,KAG9274477.1,VBP1,Drosophila_melanogaster,NP_650067.1,MGR,2.5899999999999998e-45,180.0,1.74e-45,180.0
6278,Astyanax_pachon,KAG9267538.1,VCL,Drosophila_melanogaster,NP_001284813.1,VINC,3.84e-210,730.0,2.3300000000000004e-210,730.0
1543,Astyanax_pachon,KAG9261678.1,VCP,Drosophila_melanogaster,NP_477369.1,TER94,0.0,1316.0,0.0,1316.0
8124,Astyanax_pachon,KAG9269956.1,VDAC2,Drosophila_melanogaster,NP_001033899.1,PORIN,9.76e-101,365.0,5.14e-101,365.0
13453,Astyanax_pachon,KAG9277168.1,VHL,Drosophila_melanogaster,NP_001260885.1,VHL,1.05e-08,58.2,7.37e-09,58.2
9448,Astyanax_pachon,KAG9271627.1,VIL1,Drosophila_melanogaster,NP_001036657.2,GEL,7.92e-118,423.0,4.68e-118,423.0
16773,Astyanax_pachon,KAG9281720.1,VKORC1L1,Drosophila_melanogaster,NP_001014533.1,VKOR,6.52e-17,85.5,3.81e-17,85.5
9635,Astyanax_pachon,KAG9271946.1,VMA21,Drosophila_melanogaster,NP_788549.1,CG5969,7.83e-06,48.5,3.62e-06,48.5
4372,Astyanax_pachon,KAG9265368.1,VMP1,Drosophila_melanogaster,NP_727446.1,TANGO5,7.819999999999999e-115,412.0,5.55e-115,412.0
8561,Astyanax_pachon,KAG9270411.1,VPS13A,Drosophila_melanogaster,NP_001260781.1,VPS13,0.0,1404.0,0.0,1404.0
7857,Astyanax_pachon,KAG9269647.1,VPS13D,Drosophila_melanogaster,NP_729825.2,VPS13D,0.0,1395.0,0.0,1395.0
6113,Astyanax_pachon,KAG9267390.1,VPS25,Drosophila_melanogaster,NP_610398.1,VPS25,7.58e-41,165.0,5.1e-41,165.0
4392,Astyanax_pachon,KAG9265401.1,VPS26B,Drosophila_melanogaster,NP_569952.2,VPS26,3.54e-131,466.0,3.44e-131,466.0
3040,Astyanax_pachon,KAG9263622.1,VPS26BL,Drosophila_melanogaster,NP_569952.2,VPS26,1.82e-128,457.0,1.7599999999999998e-128,457.0
3049,Astyanax_pachon,KAG9263648.1,VPS26C,Drosophila_melanogaster,NP_001287131.2,CG4074,1.4499999999999999e-84,311.0,1.04e-84,311.0
5188,Astyanax_pachon,KAG9266335.1,VPS29,Drosophila_melanogaster,NP_608575.1,VPS29,1.75e-86,317.0,9.34e-87,317.0
1407,Astyanax_pachon,KAG9261408.1,VPS33A,Drosophila_melanogaster,NP_523410.1,CAR,4.31e-123,440.0,2.9800000000000002e-123,440.0
1288,Astyanax_pachon,KAG9261241.1,VPS35,Drosophila_melanogaster,NP_611651.4,VPS35,1.3e-281,967.0,8.82e-282,967.0
3001,Astyanax_pachon,KAG9263567.1,VPS36,Drosophila_melanogaster,NP_648660.1,VPS36,7.1199999999999995e-90,329.0,5e-90,329.0
1425,Astyanax_pachon,KAG9261463.1,VPS37B,Drosophila_melanogaster,NP_001246926.1,VPS37B,4.48e-17,86.7,2.33e-17,86.7
7194,Astyanax_pachon,KAG9268612.1,VPS39,Drosophila_melanogaster,NP_650702.1,VPS39,5.579999999999999e-138,490.0,3.7599999999999996e-138,490.0
15291,Astyanax_pachon,KAG9279824.1,VPS45,Drosophila_melanogaster,NP_649909.1,VPS45,7.44e-163,572.0,5.090000000000001e-163,572.0
9780,Astyanax_pachon,KAG9272094.1,VPS4A,Drosophila_melanogaster,NP_001285396.1,VPS4,5.51e-169,592.0,3.74e-169,592.0
5446,Astyanax_pachon,KAG9266628.1,VPS4B,Drosophila_melanogaster,NP_001285396.1,VPS4,2.6e-175,613.0,1.78e-175,613.0
15236,Astyanax_pachon,KAG9279790.1,VPS50,Drosophila_melanogaster,NP_611258.2,VPS50,2.2700000000000002e-121,435.0,1.49e-121,435.0
2297,Astyanax_pachon,KAG9262681.1,VPS54,Drosophila_melanogaster,NP_524905.1,SCAT,1.3799999999999998e-128,459.0,8.660000000000001e-129,459.0
7435,Astyanax_pachon,KAG9268905.1,VRK1,Drosophila_melanogaster,NP_651508.1,BALL,9.53e-66,249.0,9.08e-66,249.0
9242,Astyanax_pachon,KAG9271400.1,VWA8,Drosophila_melanogaster,NP_652604.2,C12.2,0.0,1168.0,0.0,1168.0
6904,Astyanax_pachon,KAG9268222.1,WARS1,Drosophila_melanogaster,NP_524826.1,TRPRS,5.49e-150,529.0,3.35e-150,529.0
8773,Astyanax_pachon,KAG9270736.1,WAS,Drosophila_melanogaster,NP_001263045.1,WASP,8.290000000000001e-43,173.0,6.030000000000001e-43,173.0
10474,Astyanax_pachon,KAG9272974.1,WASHC1,Drosophila_melanogaster,NP_001286334.1,WASH,1.5899999999999998e-23,109.0,1.0499999999999999e-23,109.0
16026,Astyanax_pachon,KAG9280678.1,WASHC3,Drosophila_melanogaster,NP_609178.1,CCDC53,3.33e-21,100.0,1.9000000000000003e-21,100.0
16257,Astyanax_pachon,KAG9280938.1,WASHC4,Drosophila_melanogaster,NP_573116.2,SWIP,3.6e-113,408.0,2.28e-113,408.0
18204,Astyanax_pachon,KAG9283643.1,WASHC5,Drosophila_melanogaster,NP_001163454.1,STRUMP,1.94e-278,957.0,1.3399999999999999e-278,957.0
15582,Astyanax_pachon,KAG9280131.1,WASL,Drosophila_melanogaster,NP_001263045.1,WASP,5.59e-41,167.0,3.86e-41,167.0
6220,Astyanax_pachon,KAG9267470.1,WBP2,Drosophila_melanogaster,NP_001261786.1,WBP2,2.61e-25,114.0,1.31e-25,114.0
3968,Astyanax_pachon,KAG9264802.1,WDFY1,Drosophila_melanogaster,NP_001188779.1,WDFY2,2.12e-106,384.0,1.42e-106,384.0
8970,Astyanax_pachon,KAG9270949.1,WDFY2,Drosophila_melanogaster,NP_001188779.1,WDFY2,7.34e-102,369.0,4.6499999999999996e-102,369.0
1580,Astyanax_pachon,KAG9261700.1,WDFY3,Drosophila_melanogaster,NP_608968.2,BCHS,0.0,2908.0,0.0,2908.0
7463,Astyanax_pachon,KAG9268938.1,WDHD1,Drosophila_melanogaster,NP_610921.1,CTF4,2.9400000000000004e-103,375.0,1.59e-103,375.0
3144,Astyanax_pachon,KAG9263755.1,WDR1,Drosophila_melanogaster,NP_648642.1,FLR,5.49e-152,536.0,3.7e-152,536.0
13759,Astyanax_pachon,KAG9277563.1,WDR12,Drosophila_melanogaster,NP_609452.1,CG6724,3.2100000000000002e-86,317.0,2.1600000000000002e-86,317.0
5502,Astyanax_pachon,KAG9266705.1,WDR18,Drosophila_melanogaster,NP_569954.1,CG14805,5.21e-57,220.0,4.1200000000000003e-57,220.0
228,Astyanax_pachon,KAG9259773.1,WDR19,Drosophila_melanogaster,NP_611426.1,OSEG6,0.0,1101.0,0.0,1101.0
6890,Astyanax_pachon,KAG9268215.1,WDR20,Drosophila_melanogaster,NP_001287545.1,CG6420,1.0199999999999999e-104,379.0,1.01e-104,379.0
12691,Astyanax_pachon,KAG9276192.1,WDR24,Drosophila_melanogaster,NP_651720.3,WDR24,9.84e-138,489.0,6.65e-138,489.0
12845,Astyanax_pachon,KAG9276389.1,WDR26,Drosophila_melanogaster,NP_001163489.1,CG7611,1.47e-174,611.0,1.0199999999999999e-174,611.0
9217,Astyanax_pachon,KAG9271365.1,WDR3,Drosophila_melanogaster,NP_650705.1,CG8064,3.26e-98,358.0,2.15e-98,358.0
11755,Astyanax_pachon,KAG9274940.1,WDR35,Drosophila_melanogaster,NP_001261278.1,OSEG4,0.0,1079.0,0.0,1079.0
16912,Astyanax_pachon,KAG9281839.1,WDR36,Drosophila_melanogaster,NP_650284.2,CG9799,5.67e-197,686.0,3.94e-197,686.0
13172,Astyanax_pachon,KAG9276747.1,WDR37,Drosophila_melanogaster,NP_650723.1,WDR37,5.18e-75,280.0,3.44e-75,280.0
6956,Astyanax_pachon,KAG9268314.1,WDR43,Drosophila_melanogaster,NP_610421.1,CG30349,3.03e-37,155.0,1.8600000000000002e-37,155.0
17064,Astyanax_pachon,KAG9282103.1,WDR44,Drosophila_melanogaster,NP_001036773.1,CG34133,1.26e-187,655.0,9.879999999999999e-188,655.0
6451,Astyanax_pachon,KAG9267746.1,WDR45B,Drosophila_melanogaster,NP_001262394.1,CG11975,7.189999999999999e-134,475.0,4.78e-134,475.0
8443,Astyanax_pachon,KAG9270254.1,WDR46,Drosophila_melanogaster,NP_572441.1,CG2260,1.84e-113,408.0,1.26e-113,408.0
12772,Astyanax_pachon,KAG9276269.1,WDR48,Drosophila_melanogaster,NP_725018.1,CG9062,9.330000000000001e-157,552.0,6.21e-157,552.0
5142,Astyanax_pachon,KAG9266293.1,WDR5,Drosophila_melanogaster,NP_001245503.1,WDS,3.82e-35,147.0,2.7700000000000003e-35,147.0
4434,Astyanax_pachon,KAG9265487.1,WDR55,Drosophila_melanogaster,NP_650111.3,CG14722,9.82e-57,219.0,8.1e-57,219.0
10470,Astyanax_pachon,KAG9272967.1,WDR59,Drosophila_melanogaster,NP_609485.4,WDR59,4.22e-130,464.0,2.79e-130,464.0
4102,Astyanax_pachon,KAG9265089.1,WDR62,Drosophila_melanogaster,NP_001259887.1,WDR62,4.9200000000000005e-166,584.0,3.2e-166,584.0
7580,Astyanax_pachon,KAG9269158.1,WDR63,Drosophila_melanogaster,NP_648138.1,MMM,6.45e-36,151.0,5.44e-36,151.0
5215,Astyanax_pachon,KAG9266360.1,WDR7,Drosophila_melanogaster,NP_001284797.1,RBCN-3B,0.0,1047.0,0.0,1047.0
2555,Astyanax_pachon,KAG9263061.1,WDR70,Drosophila_melanogaster,NP_611832.1,CG5543,4.75e-145,513.0,3.35e-145,513.0
2702,Astyanax_pachon,KAG9263232.1,WDR74,Drosophila_melanogaster,NP_001188867.1,L(2)K09848,2.93e-27,121.0,2.1600000000000003e-27,121.0
9524,Astyanax_pachon,KAG9271715.1,WDR75,Drosophila_melanogaster,NP_610086.3,L(2)05287,2.06e-53,209.0,1.78e-53,209.0
4246,Astyanax_pachon,KAG9265213.1,WDR81,Drosophila_melanogaster,NP_609535.1,WDR81,3.92e-204,711.0,2.48e-204,711.0
1232,Astyanax_pachon,KAG9261133.1,WDR83,Drosophila_melanogaster,NP_609782.2,CG4935,2.2199999999999998e-39,161.0,1.44e-39,161.0
1170,Astyanax_pachon,KAG9261070.1,WDR83OS,Drosophila_melanogaster,NP_647950.1,CG10674,7.190000000000001e-31,131.0,5.4400000000000005e-31,131.0
11726,Astyanax_pachon,KAG9274898.1,WDR89,Drosophila_melanogaster,NP_001368943.1,CG12134,2.8200000000000002e-33,141.0,2.02e-33,141.0
11874,Astyanax_pachon,KAG9275064.1,WDR92,Drosophila_melanogaster,NP_649025.1,WDR92,3.45e-115,413.0,2.43e-115,413.0
18357,Astyanax_pachon,KAG9283907.1,WDTC1,Drosophila_melanogaster,NP_001286563.1,ADP,1.05e-110,399.0,6.67e-111,399.0
15207,Astyanax_pachon,KAG9279771.1,WDYHV1,Drosophila_melanogaster,NP_001246351.1,TUN,1.38e-34,144.0,1.2599999999999999e-34,144.0
10575,Astyanax_pachon,KAG9273133.1,WEE1-B,Drosophila_melanogaster,NP_001260167.1,WEE1,1.71e-97,355.0,1.1400000000000001e-97,355.0
5067,Astyanax_pachon,KAG9266237.1,WHRN,Drosophila_melanogaster,NP_001261813.1,DYSC,1.86e-52,206.0,1.3099999999999999e-52,206.0
15438,Astyanax_pachon,KAG9279947.1,WIPI2,Drosophila_melanogaster,NP_001261566.1,ATG18A,2.5e-119,427.0,1.4699999999999998e-119,427.0
