,Dmel,a,a2,Ast,b,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
34867,Drosophila_melanogaster,NP_723087.1,CG31915,Astyanax_mexicanus,XP_007229106.2,COLGALT1A,8.48e-129,460.0,4.16e-129,460.0
34872,Drosophila_melanogaster,NP_723089.1,HEL25E,Astyanax_mexicanus,XP_007229864.1,DDX39AB,1.33e-200,698.0,6.620000000000001e-201,698.0
34919,Drosophila_melanogaster,NP_723156.1,STAI,Astyanax_mexicanus,XP_007245413.1,STMN4,2.03e-10,65.5,7.34e-11,65.5
34942,Drosophila_melanogaster,NP_723224.2,NHA1,Astyanax_mexicanus,XP_007239193.1,LOC103038743,5.93e-77,288.0,1.99e-77,288.0
34976,Drosophila_melanogaster,NP_723249.1,MILT,Astyanax_mexicanus,XP_022529380.2,TRAK1A,4.1699999999999995e-61,236.0,1.7599999999999998e-61,236.0
35067,Drosophila_melanogaster,NP_723383.1,CG13384,Astyanax_mexicanus,XP_007246500.3,SLC36A1,3.99e-83,308.0,1.84e-83,308.0
35106,Drosophila_melanogaster,NP_723463.1,OATP30B,Astyanax_mexicanus,XP_007253613.3,LOC103042093,3.3199999999999995e-128,459.0,1.1799999999999999e-128,459.0
35131,Drosophila_melanogaster,NP_723484.1,TAF11,Astyanax_mexicanus,XP_022518057.1,TAF11,7.25e-34,143.0,3.6899999999999996e-34,143.0
35145,Drosophila_melanogaster,NP_723541.1,BSK,Astyanax_mexicanus,XP_049322054.1,MAPK10,3.03e-167,587.0,1.71e-167,587.0
35172,Drosophila_melanogaster,NP_723592.1,RLUA-1,Astyanax_mexicanus,XP_007237256.3,RPUSD2,1.44e-114,413.0,5.8e-115,413.0
35194,Drosophila_melanogaster,NP_723670.2,SALM,Astyanax_mexicanus,XP_007244892.2,SALL1A,7.529999999999999e-41,169.0,3.56e-41,169.0
35209,Drosophila_melanogaster,NP_723735.2,CG31759,Astyanax_mexicanus,XP_022537955.2,PDE12,4.46e-83,308.0,2.33e-83,308.0
35264,Drosophila_melanogaster,NP_723789.2,PECT,Astyanax_mexicanus,XP_022521076.1,PCYT2,1.3300000000000001e-132,472.0,6.5e-133,472.0
35282,Drosophila_melanogaster,NP_723849.1,CENG1A,Astyanax_mexicanus,XP_022529683.1,AGAP3,1.95e-201,702.0,8.98e-202,702.0
35287,Drosophila_melanogaster,NP_723870.1,WB,Astyanax_mexicanus,XP_007232077.3,LAMA1,1.53e-269,930.0,6.9399999999999995e-270,930.0
35387,Drosophila_melanogaster,NP_723999.1,MHC,Astyanax_mexicanus,XP_007249994.3,MYH7BB,6.189999999999999e-287,987.0,3.01e-287,987.0
35414,Drosophila_melanogaster,NP_724068.1,CADN,Astyanax_mexicanus,XP_022529863.2,SI:DKEY-22O22.2,0.0,1500.0,0.0,1500.0
35446,Drosophila_melanogaster,NP_724163.1,DDC,Astyanax_mexicanus,XP_049335915.1,DDC,2.42e-177,621.0,1.12e-177,621.0
35456,Drosophila_melanogaster,NP_724183.1,PAX,Astyanax_mexicanus,XP_022526286.1,PXNB,9.2e-136,483.0,4.3e-136,483.0
35499,Drosophila_melanogaster,NP_724254.1,SPIR,Astyanax_mexicanus,XP_049324138.1,SPIRE1B,6.4e-54,212.0,2.2299999999999998e-54,212.0
35591,Drosophila_melanogaster,NP_724348.1,CG2201,Astyanax_mexicanus,XP_015463078.3,CHKA,6.5e-54,211.0,2.4699999999999996e-54,211.0
35721,Drosophila_melanogaster,NP_724456.1,ECR,Astyanax_mexicanus,XP_007234491.2,RARAB,3.07e-36,153.0,8.100000000000001e-37,153.0
35746,Drosophila_melanogaster,NP_724495.2,EB1,Astyanax_mexicanus,XP_007252252.3,MAPRE3A,7.700000000000001e-79,293.0,3.4800000000000004e-79,293.0
35810,Drosophila_melanogaster,NP_724569.1,DIDUM,Astyanax_mexicanus,XP_049339462.1,MYO5AA,0.0,1034.0,0.0,1034.0
35823,Drosophila_melanogaster,NP_724578.1,BOCA,Astyanax_mexicanus,XP_007258211.2,MESD,7.94e-41,166.0,4.639999999999999e-41,166.0
35838,Drosophila_melanogaster,NP_724595.1,CG30496,Astyanax_mexicanus,XP_049332592.1,GLMNA,6.02e-31,135.0,2.48e-31,135.0
35927,Drosophila_melanogaster,NP_724654.1,CG30373,Astyanax_mexicanus,XP_007256885.3,C6H16ORF91,1.04e-07,55.8,4.97e-08,55.8
35947,Drosophila_melanogaster,NP_724710.1,STMA,Astyanax_mexicanus,XP_049320087.1,EFR3BA,9.63e-150,530.0,4.68e-150,530.0
36007,Drosophila_melanogaster,NP_724769.2,CG8026,Astyanax_mexicanus,XP_007231526.3,SLC25A32B,9.049999999999999e-98,356.0,4.3899999999999997e-98,356.0
36010,Drosophila_melanogaster,NP_724787.1,WUN,Astyanax_mexicanus,XP_022518784.2,PLPP1A,7.430000000000001e-56,217.0,2.7400000000000003e-56,217.0
36023,Drosophila_melanogaster,NP_724834.1,PROSALPHA7,Astyanax_mexicanus,XP_015462026.2,PSMA3,2.62e-78,291.0,1.31e-78,291.0
36040,Drosophila_melanogaster,NP_724847.2,CG30010,Astyanax_mexicanus,XP_007255700.1,C1H8ORF82,2.11e-56,218.0,1.05e-56,218.0
36185,Drosophila_melanogaster,NP_725044.1,TSP47F,Astyanax_mexicanus,XP_022532558.2,CD63,1.1599999999999999e-28,126.0,5.750000000000001e-29,126.0
36194,Drosophila_melanogaster,NP_725084.2,ERP60,Astyanax_mexicanus,XP_007234388.1,PDIA3,4.34e-127,454.0,2.16e-127,454.0
36284,Drosophila_melanogaster,NP_725187.1,SIN3A,Astyanax_mexicanus,XP_049326900.1,SIN3AB,5.06e-202,705.0,1.54e-202,705.0
36372,Drosophila_melanogaster,NP_725252.1,TPPII,Astyanax_mexicanus,XP_022518812.2,TPP2,3.74e-224,778.0,1.6000000000000002e-224,778.0
36561,Drosophila_melanogaster,NP_725514.2,ATPCL,Astyanax_mexicanus,XP_007256318.3,ACLYA,0.0,1541.0,0.0,1541.0
36575,Drosophila_melanogaster,NP_725530.1,SPIN,Astyanax_mexicanus,XP_049323946.1,SPNS1,2.3100000000000002e-117,422.0,9.2e-118,422.0
36587,Drosophila_melanogaster,NP_725534.1,GOT1,Astyanax_mexicanus,XP_007240436.1,GOT1,4.73e-131,467.0,2.19e-131,467.0
36590,Drosophila_melanogaster,NP_725541.1,MRJ,Astyanax_mexicanus,XP_022535954.1,DNAJB2,1.87e-36,152.0,1.13e-36,152.0
36637,Drosophila_melanogaster,NP_725590.1,CG4945,Astyanax_mexicanus,XP_022529280.1,UNM_SA1261,2.32e-46,186.0,8.500000000000001e-47,186.0
36714,Drosophila_melanogaster,NP_725626.1,PKC53E,Astyanax_mexicanus,XP_022541001.1,PRKCBB,3.51e-283,973.0,1.71e-283,973.0
36726,Drosophila_melanogaster,NP_725653.1,GSTS1,Astyanax_mexicanus,XP_007253688.2,LOC103038276,1.65e-12,72.4,6.8e-13,72.4
36728,Drosophila_melanogaster,NP_725669.1,PROSALPHA5,Astyanax_mexicanus,XP_007254604.1,PSMA5,3.68e-89,327.0,1.7999999999999997e-89,327.0
36729,Drosophila_melanogaster,NP_725671.1,CNK,Astyanax_mexicanus,XP_049319465.1,LOC103032278,1.02e-47,192.0,3.2499999999999996e-48,192.0
36773,Drosophila_melanogaster,NP_725709.1,CG6424,Astyanax_mexicanus,XP_007246468.3,FAM13B,1.22e-16,87.8,6.99e-17,87.8
36843,Drosophila_melanogaster,NP_725864.1,CORA,Astyanax_mexicanus,XP_049334924.1,EPB41L2,2.68e-117,422.0,1.73e-117,422.0
36997,Drosophila_melanogaster,NP_726016.1,CG30291,Astyanax_mexicanus,XP_007259224.2,CDK5RAP3,2.27e-68,259.0,1.11e-68,259.0
37004,Drosophila_melanogaster,NP_726036.2,XPD,Astyanax_mexicanus,XP_007246026.1,ERCC2,0.0,1070.0,0.0,1070.0
37005,Drosophila_melanogaster,NP_726037.1,PU,Astyanax_mexicanus,XP_022529030.2,GCH1,1.45e-75,282.0,7.05e-76,282.0
37048,Drosophila_melanogaster,NP_726062.2,CG9485,Astyanax_mexicanus,XP_049322840.1,AGLA,0.0,1352.0,0.0,1352.0
37053,Drosophila_melanogaster,NP_726065.1,DOM,Astyanax_mexicanus,XP_022526231.2,EP400,6.3e-229,795.0,2.9999999999999997e-229,795.0
37063,Drosophila_melanogaster,NP_726076.1,MESK2,Astyanax_mexicanus,XP_007250820.2,NDRG3B,6.84e-58,224.0,2.8e-58,224.0
37098,Drosophila_melanogaster,NP_726111.1,TANGO11,Astyanax_mexicanus,XP_022534342.1,MFFB,2.54e-06,52.0,1.24e-06,52.0
37100,Drosophila_melanogaster,NP_726114.1,LBR,Astyanax_mexicanus,XP_007245473.3,LBR,1.84e-25,117.0,7.410000000000001e-26,117.0
37118,Drosophila_melanogaster,NP_726164.1,CG30281,Astyanax_mexicanus,XP_049325400.1,LOC103026484,4.9e-46,184.0,2.05e-46,184.0
37127,Drosophila_melanogaster,NP_726213.1,VPS20,Astyanax_mexicanus,XP_022529203.1,CHMP6A,2.85e-45,181.0,1.36e-45,181.0
37138,Drosophila_melanogaster,NP_726243.1,BLW,Astyanax_mexicanus,XP_007256648.2,ATP5FA1,2.32e-251,867.0,1.1400000000000001e-251,867.0
37142,Drosophila_melanogaster,NP_726245.2,CYCB,Astyanax_mexicanus,XP_015462712.2,CCNB2,1.9699999999999998e-61,236.0,7.09e-62,236.0
37151,Drosophila_melanogaster,NP_726262.2,PIP5K59B,Astyanax_mexicanus,XP_022525336.2,PIP5K1CA,1.8e-146,519.0,7.79e-147,519.0
37300,Drosophila_melanogaster,NP_726403.2,CHI,Astyanax_mexicanus,XP_022539708.1,LDB2A,4.44e-120,431.0,1.41e-120,431.0
37360,Drosophila_melanogaster,NP_726490.3,CG30423,Astyanax_mexicanus,XP_007250701.3,LOC103045751,1.25e-16,85.1,6.44e-17,85.1
37374,Drosophila_melanogaster,NP_726522.1,PAN,Astyanax_mexicanus,XP_022524660.1,TCF7L2,2.87e-58,226.0,1.0800000000000001e-58,226.0
37680,Drosophila_melanogaster,NP_726675.3,SVR,Astyanax_mexicanus,XP_007245992.3,CPDA,5.64e-201,701.0,2.65e-201,701.0
37692,Drosophila_melanogaster,NP_726710.1,TRAM,Astyanax_mexicanus,XP_049341405.1,TRAM1,1.68e-65,249.0,8.310000000000001e-66,249.0
37807,Drosophila_melanogaster,NP_726844.1,KIRRE,Astyanax_mexicanus,XP_049323015.1,KIRREL3L,2.08e-71,270.0,8.230000000000001e-72,270.0
37810,Drosophila_melanogaster,NP_726846.1,DNC,Astyanax_mexicanus,XP_049341559.1,PDE4D,2.21e-210,732.0,7.0900000000000005e-211,732.0
38037,Drosophila_melanogaster,NP_726881.1,RALA,Astyanax_mexicanus,XP_007236624.1,RALAB,8.37e-75,279.0,4.32e-75,279.0
38084,Drosophila_melanogaster,NP_726938.1,CBP80,Astyanax_mexicanus,XP_007228090.2,LOC103040430,8.189999999999999e-255,879.0,4.03e-255,879.0
38153,Drosophila_melanogaster,NP_727055.1,CG32755,Astyanax_mexicanus,XP_022529985.1,LOC111193440,4.45e-39,161.0,1.73e-39,161.0
38166,Drosophila_melanogaster,NP_727091.1,KDN,Astyanax_mexicanus,XP_007232629.1,CS,1.1e-192,672.0,4.87e-193,672.0
38192,Drosophila_melanogaster,NP_727224.2,SWS,Astyanax_mexicanus,XP_049326272.1,PNPLA7B,1.3700000000000002e-291,1002.0,6.489999999999999e-292,1002.0
38201,Drosophila_melanogaster,NP_727226.1,SN,Astyanax_mexicanus,XP_007247867.1,FSCN1A,2.25e-99,362.0,1.07e-99,362.0
38221,Drosophila_melanogaster,NP_727265.1,SPTR,Astyanax_mexicanus,XP_022523531.2,SPRA,6.33e-29,127.0,3.2e-29,127.0
38222,Drosophila_melanogaster,NP_727274.1,NRG,Astyanax_mexicanus,XP_049330475.1,LOC103024007,1.78e-159,563.0,8.63e-160,563.0
38266,Drosophila_melanogaster,NP_727331.1,CG17754,Astyanax_mexicanus,XP_022539767.1,KLHL4,1.0999999999999999e-104,380.0,4.71e-105,380.0
38343,Drosophila_melanogaster,NP_727447.1,ATG8A,Astyanax_mexicanus,XP_015458704.1,GABARAPB,1.48e-57,221.0,7.080000000000001e-58,221.0
38345,Drosophila_melanogaster,NP_727448.1,SESB,Astyanax_mexicanus,XP_007232858.1,SLC25A4,5.04e-139,493.0,2.37e-139,493.0
38357,Drosophila_melanogaster,NP_727451.1,IMP,Astyanax_mexicanus,XP_022535770.1,IGF2BP2A,7.43e-79,294.0,2.6800000000000003e-79,294.0
38401,Drosophila_melanogaster,NP_727502.1,CG32668,Astyanax_mexicanus,XP_007255732.2,ARMC2,3.19e-33,143.0,1.52e-33,143.0
38415,Drosophila_melanogaster,NP_727548.1,PHKGAMMA,Astyanax_mexicanus,XP_007259216.1,PHKG2,3.1900000000000004e-117,421.0,1.4600000000000002e-117,421.0
38423,Drosophila_melanogaster,NP_727563.1,HSC70-3,Astyanax_mexicanus,XP_007252148.1,HSPA5,0.0,1047.0,0.0,1047.0
38434,Drosophila_melanogaster,NP_727588.2,REGUCALCIN,Astyanax_mexicanus,XP_007248948.2,RGN,2.8199999999999998e-40,165.0,1.2999999999999999e-40,165.0
38437,Drosophila_melanogaster,NP_727621.1,LIMK1,Astyanax_mexicanus,XP_022534770.1,LIMK1A,1.19e-145,517.0,3.12e-146,517.0
38710,Drosophila_melanogaster,NP_727963.1,FUR2,Astyanax_mexicanus,XP_007260213.4,PCSK5B,2.0399999999999998e-174,613.0,1.13e-174,613.0
38820,Drosophila_melanogaster,NP_728021.2,IF,Astyanax_mexicanus,XP_007242240.3,ITGA8,3.89e-125,449.0,1.47e-125,449.0
38859,Drosophila_melanogaster,NP_728120.1,SH,Astyanax_mexicanus,XP_007237144.2,KCNA1B,3.27e-153,541.0,1.4e-153,541.0
38904,Drosophila_melanogaster,NP_728191.1,CYP18A1,Astyanax_mexicanus,XP_007229530.2,LOC103032979,1.7e-82,306.0,8.38e-83,306.0
38920,Drosophila_melanogaster,NP_728245.1,MRPS14,Astyanax_mexicanus,XP_022533472.2,MRPS14,1.52e-32,138.0,7.780000000000001e-33,138.0
39072,Drosophila_melanogaster,NP_728346.2,CG1695,Astyanax_mexicanus,XP_022521968.2,SGSM1A,3.91e-253,874.0,1.99e-253,874.0
39187,Drosophila_melanogaster,NP_728534.2,MED14,Astyanax_mexicanus,XP_007227916.2,MED14,1.71e-245,849.0,7.54e-246,849.0
39244,Drosophila_melanogaster,NP_728600.1,PTP61F,Astyanax_mexicanus,XP_007254737.1,PTPN2B,9.01e-74,277.0,3.3e-74,277.0
39331,Drosophila_melanogaster,NP_728726.1,CG1275,Astyanax_mexicanus,XP_007253570.1,LOC103030267,1.3400000000000002e-47,189.0,6.96e-48,189.0
39384,Drosophila_melanogaster,NP_728821.2,CG32281,Astyanax_mexicanus,XP_007247605.3,TRMT5,4.21e-93,341.0,2.22e-93,341.0
39385,Drosophila_melanogaster,NP_728830.1,CG32276,Astyanax_mexicanus,XP_007251789.1,SERP2,1.99e-18,90.1,9.98e-19,90.1
39426,Drosophila_melanogaster,NP_728908.1,UBI-P63E,Astyanax_mexicanus,XP_049322267.1,UBB,0.0,1470.0,0.0,1470.0
39427,Drosophila_melanogaster,NP_728910.1,MGE,Astyanax_mexicanus,XP_007251311.1,TOMM22,3.35e-19,93.6,1.78e-19,93.6
39471,Drosophila_melanogaster,NP_729054.3,SHEP,Astyanax_mexicanus,XP_022538361.1,LOC103040012,3.2199999999999997e-69,262.0,1.0899999999999999e-69,262.0
39492,Drosophila_melanogaster,NP_729060.2,LAMA,Astyanax_mexicanus,XP_007260459.2,PLBD2,2.32e-39,163.0,1e-39,163.0
39503,Drosophila_melanogaster,NP_729108.2,CG32409,Astyanax_mexicanus,XP_007248991.3,RRS1,5.4699999999999994e-55,214.0,2.72e-55,214.0
39506,Drosophila_melanogaster,NP_729140.2,LOJ,Astyanax_mexicanus,XP_007234393.2,TMED6,6e-09,60.5,3.1e-09,60.5
39582,Drosophila_melanogaster,NP_729296.1,CG32369,Astyanax_mexicanus,XP_007259096.3,LONRF2,9.73e-65,248.0,3.53e-65,248.0
39584,Drosophila_melanogaster,NP_729297.1,PDP1,Astyanax_mexicanus,XP_022538640.1,HLFA,6.889999999999999e-42,170.0,3.99e-42,170.0
39587,Drosophila_melanogaster,NP_729306.1,PBL,Astyanax_mexicanus,XP_022525291.2,ECT2,1.96e-152,539.0,9.94e-153,539.0
39631,Drosophila_melanogaster,NP_729369.2,IDH,Astyanax_mexicanus,XP_007260488.1,IDH1,1.3999999999999998e-172,605.0,6.3700000000000004e-173,605.0
39748,Drosophila_melanogaster,NP_729520.1,FRY,Astyanax_mexicanus,XP_049337799.1,FRYL,0.0,1738.0,0.0,1738.0
39840,Drosophila_melanogaster,NP_729571.1,TAF2,Astyanax_mexicanus,XP_049336478.1,TAF2,1.44e-295,1015.0,6.92e-296,1015.0
39864,Drosophila_melanogaster,NP_729619.1,CG32066,Astyanax_mexicanus,XP_022533728.1,FAM49BA,3.8199999999999997e-91,334.0,1.89e-91,334.0
39881,Drosophila_melanogaster,NP_729654.1,CG32069,Astyanax_mexicanus,XP_007260879.1,IER3IP1,6.83e-16,82.0,3.46e-16,82.0
39984,Drosophila_melanogaster,NP_729787.2,NRX-IV,Astyanax_mexicanus,XP_022539171.2,CNTNAP2A,1.3500000000000002e-192,673.0,6.84e-193,673.0
40072,Drosophila_melanogaster,NP_729956.1,BTL,Astyanax_mexicanus,XP_049336985.1,FGFR2,7.47e-126,451.0,2.9399999999999997e-126,451.0
40094,Drosophila_melanogaster,NP_729983.1,RECQ5,Astyanax_mexicanus,XP_022520685.2,RECQL5,1.7900000000000003e-132,473.0,8.67e-133,473.0
40113,Drosophila_melanogaster,NP_730035.1,CG32147,Astyanax_mexicanus,XP_022534548.2,PGPEP1,6.96e-27,120.0,3.1900000000000004e-27,120.0
40124,Drosophila_melanogaster,NP_730059.1,CG7656,Astyanax_mexicanus,XP_022521262.1,LOC111191236,9.800000000000001e-86,316.0,3.65e-86,316.0
40129,Drosophila_melanogaster,NP_730083.2,PKA-C3,Astyanax_mexicanus,XP_007246767.3,PRKX,3.39e-122,438.0,1.03e-122,438.0
40148,Drosophila_melanogaster,NP_730105.3,CLC-C,Astyanax_mexicanus,XP_007238457.1,CLCN3,2.08e-267,921.0,9.45e-268,921.0
40303,Drosophila_melanogaster,NP_730294.1,CCN,Astyanax_mexicanus,XP_007233529.1,CCN2A,7.469999999999999e-24,111.0,2.71e-24,111.0
40324,Drosophila_melanogaster,NP_730363.2,INDY,Astyanax_mexicanus,XP_007245950.3,SLC13A5B,4.15e-98,358.0,2e-98,358.0
40332,Drosophila_melanogaster,NP_730369.1,CG3961,Astyanax_mexicanus,XP_049322723.1,ACSL6,3.71e-193,674.0,1.82e-193,674.0
40364,Drosophila_melanogaster,NP_730457.1,PAPSS,Astyanax_mexicanus,XP_007251221.3,PAPSS2B,1.52e-233,808.0,7.32e-234,808.0
40377,Drosophila_melanogaster,NP_730465.1,SU(Z)12,Astyanax_mexicanus,XP_007239958.3,SUZ12A,7.02e-114,411.0,2.59e-114,411.0
40547,Drosophila_melanogaster,NP_730686.3,SYN1,Astyanax_mexicanus,XP_022529694.2,SNTB1,1.7999999999999998e-94,346.0,7.21e-95,346.0
40561,Drosophila_melanogaster,NP_730713.1,CSP,Astyanax_mexicanus,XP_015459248.1,DNAJC5GA,1.44e-35,149.0,4.77e-36,149.0
40572,Drosophila_melanogaster,NP_730742.1,SPOCK,Astyanax_mexicanus,XP_049324549.1,LOC103042549,0.0,1047.0,0.0,1047.0
40617,Drosophila_melanogaster,NP_730761.1,CG11109,Astyanax_mexicanus,XP_007238779.3,NSUN6,6.11e-70,264.0,3.24e-70,264.0
40717,Drosophila_melanogaster,NP_730906.1,HPH,Astyanax_mexicanus,XP_049321720.1,EGLN1B,1.6999999999999997e-67,256.0,7.13e-68,256.0
40747,Drosophila_melanogaster,NP_730923.1,CERK,Astyanax_mexicanus,XP_022519379.2,CERK,1.14e-76,287.0,4.56e-77,287.0
40749,Drosophila_melanogaster,NP_730928.2,KKV,Astyanax_mexicanus,XP_022537815.2,CHS1,6.27e-173,608.0,2.75e-173,608.0
40759,Drosophila_melanogaster,NP_730940.1,NMDAR1,Astyanax_mexicanus,XP_022523350.1,GRIN1B,1.36e-218,759.0,6.16e-219,759.0
40828,Drosophila_melanogaster,NP_730944.2,PI4KIIALPHA,Astyanax_mexicanus,XP_022530217.1,PI4K2A,3.7499999999999998e-134,478.0,1.1599999999999998e-134,478.0
40873,Drosophila_melanogaster,NP_730968.1,SPEC2,Astyanax_mexicanus,XP_007255397.1,CDC42SE2,1.33e-14,77.8,6.58e-15,77.8
40956,Drosophila_melanogaster,NP_731237.1,DPPIII,Astyanax_mexicanus,XP_007244542.3,DPP3,7.89e-199,693.0,3.5999999999999997e-199,693.0
40958,Drosophila_melanogaster,NP_731241.1,STCK,Astyanax_mexicanus,XP_022525251.1,LIMS1,1.46e-133,475.0,7.02e-134,475.0
40968,Drosophila_melanogaster,NP_731269.2,CG8112,Astyanax_mexicanus,XP_049341799.1,SOAT1,2.43e-71,269.0,1.19e-71,269.0
40989,Drosophila_melanogaster,NP_731308.1,TGO,Astyanax_mexicanus,XP_022525227.1,ARNT2,5.18e-139,494.0,2.89e-139,494.0
40997,Drosophila_melanogaster,NP_731309.1,NEUR,Astyanax_mexicanus,XP_049325969.1,NEURL1AA,3.13e-62,239.0,1.3e-62,239.0
41011,Drosophila_melanogaster,NP_731339.1,CG18473,Astyanax_mexicanus,XP_049332565.1,PTER,2.0599999999999998e-91,335.0,1.02e-91,335.0
41048,Drosophila_melanogaster,NP_731384.1,SPDS,Astyanax_mexicanus,XP_007246840.1,SRM,5.29e-93,340.0,2.63e-93,340.0
41049,Drosophila_melanogaster,NP_731385.1,SCM,Astyanax_mexicanus,XP_007237534.1,LOC103028396,1.36e-85,317.0,5.5e-86,317.0
41084,Drosophila_melanogaster,NP_731461.1,TIMP,Astyanax_mexicanus,XP_007259250.1,TIMP2A,7.01e-09,60.1,3.61e-09,60.1
41115,Drosophila_melanogaster,NP_731540.2,CU,Astyanax_mexicanus,XP_022540112.1,NOCTA,1.2e-72,273.0,4.9300000000000006e-73,273.0
41138,Drosophila_melanogaster,NP_731633.2,SBF,Astyanax_mexicanus,XP_049321490.1,SBF2,0.0,1367.0,0.0,1367.0
41184,Drosophila_melanogaster,NP_731737.1,PAST1,Astyanax_mexicanus,XP_007241259.1,EHD3,5.05e-208,723.0,2.4700000000000003e-208,723.0
41315,Drosophila_melanogaster,NP_731849.2,FLFL,Astyanax_mexicanus,XP_022537597.2,LOC103039515,1.1299999999999999e-239,829.0,4.4699999999999997e-240,829.0
41326,Drosophila_melanogaster,NP_731872.1,IPP,Astyanax_mexicanus,XP_007248369.3,INPP1,1.6699999999999998e-68,259.0,8.949999999999999e-69,259.0
41327,Drosophila_melanogaster,NP_731873.1,ORC2,Astyanax_mexicanus,XP_049321911.1,ORC2,7.289999999999999e-91,334.0,3.3499999999999996e-91,334.0
41371,Drosophila_melanogaster,NP_731930.3,CAD88C,Astyanax_mexicanus,XP_049336961.1,CDH23,2.58e-165,583.0,1.23e-165,583.0
41378,Drosophila_melanogaster,NP_731941.1,EFF,Astyanax_mexicanus,XP_022527729.1,UBE2D2,2.98e-81,300.0,1.4699999999999998e-81,300.0
41388,Drosophila_melanogaster,NP_731951.2,CG3631,Astyanax_mexicanus,XP_007259542.2,FAM20B,2.8600000000000004e-73,275.0,1.37e-73,275.0
41439,Drosophila_melanogaster,NP_732072.1,REC,Astyanax_mexicanus,XP_022528767.2,MCM8,1.2e-72,274.0,5.840000000000001e-73,274.0
41449,Drosophila_melanogaster,NP_732097.2,HEL89B,Astyanax_mexicanus,XP_022540335.2,BTAF1,0.0,1474.0,0.0,1474.0
41454,Drosophila_melanogaster,NP_732108.2,MHCL,Astyanax_mexicanus,XP_022526701.2,MYO18AB,1.95e-269,929.0,1.1300000000000001e-269,929.0
41538,Drosophila_melanogaster,NP_732199.2,NS1,Astyanax_mexicanus,XP_007237584.2,GNL3L,8.98e-86,317.0,4.2100000000000005e-86,317.0
41539,Drosophila_melanogaster,NP_732202.2,KEAP1,Astyanax_mexicanus,XP_015461689.3,KEAP1A,3.22e-77,289.0,1.22e-77,289.0
41542,Drosophila_melanogaster,NP_732262.1,CG31249,Astyanax_mexicanus,XP_022529041.1,RTRAF,7.4e-33,140.0,3.47e-33,140.0
41547,Drosophila_melanogaster,NP_732286.1,HTL,Astyanax_mexicanus,XP_007230954.1,FGFR3,8.08e-128,457.0,4.49e-128,457.0
41608,Drosophila_melanogaster,NP_732309.1,14-3-3EPSILON,Astyanax_mexicanus,XP_007245994.1,YWHAE1,8.18e-114,409.0,3.93e-114,409.0
41657,Drosophila_melanogaster,NP_732338.1,KOKO,Astyanax_mexicanus,XP_007249931.3,CCNQ,3.66e-39,161.0,1.76e-39,161.0
41696,Drosophila_melanogaster,NP_732373.1,MEKK1,Astyanax_mexicanus,XP_049328111.1,MAP3K4,1.3700000000000001e-157,557.0,6.55e-158,557.0
41699,Drosophila_melanogaster,NP_732383.1,ENDOA,Astyanax_mexicanus,XP_007258204.3,SH3GL3A,2.08e-97,355.0,1.01e-97,355.0
41711,Drosophila_melanogaster,NP_732413.1,INO80,Astyanax_mexicanus,XP_022519056.2,INO80,4.04e-289,994.0,1.9e-289,994.0
41731,Drosophila_melanogaster,NP_732486.2,CG4390,Astyanax_mexicanus,XP_049330154.1,LOC125798674,2.43e-92,338.0,1.0299999999999999e-92,338.0
41740,Drosophila_melanogaster,NP_732516.2,STAT92E,Astyanax_mexicanus,XP_049323864.1,STAT5A,1.82e-87,323.0,9.35e-88,323.0
41759,Drosophila_melanogaster,NP_732554.1,TAKL1,Astyanax_mexicanus,XP_007234925.3,MAP3K20A,7.27e-34,144.0,4.5499999999999995e-34,144.0
41822,Drosophila_melanogaster,NP_732572.1,ATPALPHA,Astyanax_mexicanus,XP_049336677.1,ATP1A3B,0.0,1573.0,0.0,1573.0
41881,Drosophila_melanogaster,NP_732610.1,RAB1,Astyanax_mexicanus,XP_007248625.1,RAB1AB,1.21e-91,335.0,5.88e-92,335.0
41884,Drosophila_melanogaster,NP_732658.1,GABA-B-R2,Astyanax_mexicanus,XP_007258914.2,GABBR2,1.24e-167,590.0,4.64e-168,590.0
41886,Drosophila_melanogaster,NP_732694.2,PIT,Astyanax_mexicanus,XP_007261116.3,DDX18,2.96e-217,754.0,1.4200000000000001e-217,754.0
41903,Drosophila_melanogaster,NP_732717.1,SAR1,Astyanax_mexicanus,XP_022532423.1,SAR1B,2.5000000000000003e-79,294.0,1.2700000000000002e-79,294.0
41909,Drosophila_melanogaster,NP_732721.1,CG5382,Astyanax_mexicanus,XP_007254039.1,ZFPL1,5.86e-56,217.0,3.1500000000000003e-56,217.0
41929,Drosophila_melanogaster,NP_732773.1,LOCO,Astyanax_mexicanus,XP_022540224.2,RGS12B,1.3400000000000001e-70,268.0,5.13e-71,268.0
41932,Drosophila_melanogaster,NP_732780.1,GCLM,Astyanax_mexicanus,XP_049342039.1,GCLM,1.7700000000000002e-26,119.0,8.34e-27,119.0
41961,Drosophila_melanogaster,NP_732900.1,HMGCR,Astyanax_mexicanus,XP_007243979.2,HMGCRA,5.51e-206,717.0,2.62e-206,717.0
41976,Drosophila_melanogaster,NP_732935.2,KRT95D,Astyanax_mexicanus,XP_049322728.1,PACS1A,4.98e-99,362.0,1.96e-99,362.0
42000,Drosophila_melanogaster,NP_732942.1,ROX8,Astyanax_mexicanus,XP_007228842.1,TIA1L,4.7e-81,301.0,1.7e-81,301.0
